band_num,date_resighted,location,observer,status,comments,Brood instead of Resightings
1467-52334,1996-06-27,Nest,EDS/AF,11 hatched,NA,
1467-52334,1997-05-16,Nest 088,SWL,female spotted 1 pd N of N. fenceline NWA after flushing from nest,NA,
1467-52335,1996-07-07,Nest,RGC,Depred. ,NA,
1467-52335,1997-04-25,pd 6751,MG,Pr,@ am,
1467-52335,1997-07-06,pd 140,SWL,PR,@ 0828,
1467-52335,NA,NA,NA,NA,See Brood OBS 97,
1467-52335,1997-08-10,Nest,MG,7 hatche/gone,JJK on Aug 9 ducklings female wandering inside fence missed webtagging,
1467-52335,1997-08-30,pd 6631,STR,w 2 IIa,@ 1015,
1467-52335,1997-09-17,1 pd SW 6631,SWL,female see < 5 m away hiding under willows (ran away eventually),NA,
1467-52336,NA,NA,NA,NA,See 1996 Brood Obs 173.280,
1467-52336,1996-08-08,pd 50,MG,w 4 IIb/c,@ 0950   ,
1467-52336,1999-05-12,pd 6642,SWL,Pr,Gr triangle?,
1467-52337,NA,NA,NA,NA,See 1996 brood obs 173.210,
1467-52337,Last seen 1996-08-11,pd 6954,VL,w 7 IIb,@ 1627,
1467-52337,1997-04-25,pd 1 E,SWL,PR,@ 1222,
1467-52337,1997-07-20,nest,SWL,"I.D. positive 100%, 6 eggs",set trap female aban. ,
1467-52338,1996-07-03,NA,NA,female in trap set for AMWI,#212 (her nest was destroyed),
1467-52338,"1997 May 23,29,31, June 1",N 135 ISL,NA,Incubating eggs *'d,NA,
1467-52338,1997-05-23,Nest 135,MG/SWL,female sitting on nest eventually flushed!,NA,
1467-52338,1998-05-25,N62,"JJK,EMS,JGS,SWL,BBB",on nest,tags lost! and replaced. circled greater or equal to 4 yr,
1467-52338,1998-06-02,N62,SWL,"7 hatch, 5 tagged",NA,
1467-52338,1999-04-29,pd 1 W,RWD,PR,fair,
1467-52338,1999-05-02,pd 1 W,KWD,PR,@ 1955 G,
1467-52338,1999-05-05,pd 1 ,KWD,PR,KWD,
1467-52338,1999-06-10,pd 1,KWD,Pr,good 15:50,
1467-52338,1999-06-24,N106,SWL,7 eggs,I.D. on nest   ,
1467-52338,1999-07-02,N106,RDD/BBB,7 pipped,NA,
1467-52339,NA,NA,NA,NA,See 1996 BROOD OBS 172.200,
1467-52339,1996-08-08,pd 9338,MG,w 7 IIb ,@ 1130,
1467-52339,Last Loc 1996-08-25,pd 9338,MG,Radio Loc,NA,
1467-52339,1997-04-24,S of quanset sheetwater,RGC,PR,@ 1504,
1467-52339,2000-05-02,pd 50,BBB,PR ,@ 1525 Vg,
1467-52339,2000-04-27,pd 50 ,SWL,PR,NA,
1467-52339,2000-07-17,pd 50 ,KWD,Brood hen greater or equal to 3 Ic's,excellent @ 1400,
1467-52339,2000-05-04,pd 50,BBB,Pr,V. good,
1467-52340,NA,NA,NA,NA,SEE BROOD OBS 96,
1467-52340,Last seen Aug/96,pd 5723,SWL,5 IIa,Pushed birds from emergents into open water,
1467-52340,1997-04-25,pd 125N,SWL,PR,@ 1030,
1467-52340,1997-06-01,pd 140,JJK,PR,@ 1600,
1467-52340,1997-07-06,"nest 367, pd 139",SWL,NA,08 July hatched (no radio),
1467-52340,1998-05-05,SW of pd 6631 E side of road,SWL,PR ,"@ 1122, greater or equal to 4 yr circled",
1467-52340,1998-05-07,pd S of 6672,JJK,PR,@ 1430 100%,
1467-52340,1998-05-25,Nest 023,"EMS, SWL",NA,tags changed,
1467-52340,1998-06-03,Nest 023,"SWL, JJK, EMS",10 pipped,NA,
1467-52340,1998-06-05,Nest 023,SWL,Full hatch (9 eggs),NA,
1467-52340,1999-04-26,pd 125N,RDD,PR,NA,
1467-52340,1999-04-26,pd 125N,RDD,PR,2 hours later,
1467-52340,1999-05-05,pd 125N,RDD,PR,G,
1467-52341,NA,NA,NA,NA,SEE BROOD OBS 96,
1467-52341,1996-08-24,pd 9350,VL/MG,w greater or equal to 1 IIb/c,@ 1300,
1467-52341,1996-08-30,pd 9350,MG,Radio Loc,@ 1000,
1467-52341,1997-07-29,pd 8367,STR,w 5 III,3 female and 2 male ducklings @ 1900,
1467-52342,1996-07-30,pd 5335,SWL,greater or equal to 6 Ic's,@ 1448,
1467-52342,1997-05-27,NE of pd 67,"SWL, MG",Cuaght at nest 048,@ 1600,
1467-52342,NA,NA,NA,NA,SEE BROOD OB SHEETS '97,
1467-52342,1997-08-09,2-3 ponds N of 5327,JJK,Radio Loc,@ 1315,
1467-52342,1997-06-24,Nest 376,SWL/JJK/KLG,6 eggs,found by telemetry,
1467-52342,2000-01-22,"Blytheville, Arkansas",NA,female shot,NA,
1467-52343,1996-08-30,SW pd 9350,SWL/VL,very broody (flushed female up),NA,
1467-52343,1996-08-30,pd 7966,MG,very broody  ,NA,
1467-52343,NA,NA,NA,NA,SEE BROOD OBS 96,
1467-52344,1996-07-30,Nest,NA,Abandon,W Brn oval ,
1467-52344,1996-07-28,pd 25,MG,NA,LT BL oval,
1467-52344,1997-05-29,pd 26,SWL/RGC  ,PR,@ 1134,
1467-52344,1998-04-28,pd 1,BB,PR,AM,
1467-52346,1997-05-02,pd 25,SWL,paired,@ 1057,
1467-52346,1997-06-21,nest 173,SWL/EMS/PCG,8 ducklings ,@ 1000,
1467-52346,1997-08-01,pd 25,STR,w 2 IIb,@ 0750,
1467-52346,1998-04-23,pd 26A,SWL,PR,@ 0905 greater or equal to 3yr,
1467-52346,1998-04-27,pd 26A,RGC,PR,@ 1000,
1467-52346,1998-04-29,pd 25,BB ,PR,@ eve,
1467-52346,1998-05-12,pd 26,RGC,PR,@ 0815,
1467-52346,1998-05-22,pd 26N,JGS,PR ,@ 0900 100%,
1467-52346,1998-06-08,N107,"EMS, SWL, JJK, JGS",on nest,mistnetted,
1467-52346,1999-04-19,pd 26,SWL,PR,@ 1733 VG,
1467-52346,1999-04-26,pd 26,KWD,PR,@ 1700 G,
1467-52346,1999-04-27,pd 26,RGC,PR,@ 0930 Exc,
1467-52346,1999-04-29,pd 26,KWD,PR,@ 155 VG,
1467-52346,1999-05-02,pd 26,SWL,PR,@ 1838 VG,
1467-52346,1999-05-12,pd 26,RGC,PR,NA,
1467-52346,1999-05-18,pd 26,RGC,PR,@ 1315,
1467-52346,1999-05-17,pd 26,KWD,PR,@ 1350,
1467-52346,2000-01-06,"Licoln County, Arkansas",NA,female shot,NA,
1467-52352,1997-06-14,280 nest,MG,hatch 1?,NA,
1467-52352,1997-06-29,pd 79 E,RGC,PR,@ 1320,
1467-52352,1999-07-15,nest 619,RGC,6 eggs,@ 1430   ,
1467-52352,1999-07-30,nest 619,SWL,5 hatch,NA,
1467-52352,1997-08-04,pd 90b,STR,5 Ia,@ 1040,
1467-52352,1997-08-11,pd 6136,STR,5 Ib,@ 1115,
1467-52352,1997-08-14,pd 6136,SWL,w 5 Ic,@ 0840,
1467-52352,1998-05-08,pd 1 e,RGC,PR,@ 11:20 circled greater or equal to 3 yr,
1467-52352,1998-05-12,Nest #013 flushed pd 1 E,SWL,PR,@ 0932,
1467-52352,1998-06-08,pd 1 E,JJK,PR,@ 845,
1467-52352,1998-05-19,Nest #013  ,SWL,Nest is abandoned,NA,
1467-52361,NA,NA,NA,NA,See Brood Obs 1996 172.131,
1467-52361,1996-07-30,pd 6136,SWL,9 IIc,@ 1401,
1467-52361,Last Loc 1996-08-25,1 pd S o 6136,MG,Radio Loc,NA,
2367-85801,1996-09-05,big pd 8132 NE of Andre Denis,MG,greater or equal to 5 IIb,flushed out of emergents,
2367-85801,NA,NA,NA,NA,SEE BROOD OBS 96,
2367-85801,1997-06-28,nest 339,NA,caught on nest,NA,
2367-85801,NA,NA,NA,NA,SEE BROOD OBS 97 freq: 2.343,
2367-85801,1997-07-12,pd 8132 NE Andre Denis farm,SWL,w 5 Ia,NA,
2367-85801,1997-08-02,2nd pd E of 8132,EMS,w 1 IIa,@ 1100,
2367-85801,1997-08-07,2nd pd E of 8132,STR,female found dead along S. shore of pd,NA,
2367-85802,1996-08-08,pd 5335,MG,w 9 Ia,NA,
2367-85802,Last seen 1996-09-08,pd 5618,MG,w 3IIb,@ 1130,
2367-85802,1997-04-25,pd 66,RGC,PR,am,
2367-85804,1996-08-16,Nest,SWL/JM,eggs rotten,(tossed away),
2367-85804,1997-04-25,pd 90,MG,PR,@ am,
2367-85804,1997-05-02,pd 90,RGC/ES,PR,@ am,
2367-85804,1998-05-22,pd 90,RGC,PR,@ 740,
2367-85809,1997-05-02,pd 90,"RGC, ES",Pr,a.m.,
2367-85815,1998-04-28,"1 m N of main road 
1 m N of NWA (1st pd SE of farm)*",SWL,PR,@ 1951,
2367-85815,1998-05-06,"1 m N of main road 
1 m N of NWA (1st pd SE of farm)",EMS,PR,@ 1504,
2367-85815,1998-05-08,"1 m N of main road 
1 m N of NWA (1st pd SE of farm)",SWL,PR,@ 1045 *not included in resigt data,
2367-85816,1997-07-03,nest # 412 N of pd 5056,NA,hatched 06 July,NA,
2367-85816,1998-05-05,pd 6631,SWL,PR,(100%) @ 1203,
2367-85816,1998-05-11,pd 6631,JJK,PR,@ 1325; included in resight data because female nested in trad. search area at NWA,
2367-85818,1997-06-19,Nest 215 ISL,RGC,9 eggs hatched June 20,(female trapped),
2367-85818,1997-11-03,"Schell City, Missouri",NA,female shot,*nasal tags intact (yes) *webtag intact (unknown),
2367-85822,NA,NA,NA,NA,Not included in resight database,
2367-85827,Oct 96,NE 3 mi ST. DENIS NWA,M Gloutney,female shot,tags intact,
2367-85837,NA,NA,NA,NA,No entries on this page,
1467-52354,1997-07-01,Nest,SWL,eggs nonviable/taken away!,NA,
1467-52355,1997-06-29,Nest,JJK,5 hatch/gone,NA,
1467-52356,1997-07-19,pd 5335,MG,w 6 Ic-IIa,NA,
1467-52356,1997-07-21,pd 5335,JJK,w 5 IIb's,@ 1100,
1467-52356,1997-08-05,pd 5335,JJK,w 4 IIc,@ 0920,
1467-52356,1997-08-10,pd 5335,SWL,w 4 IIc,@ 0807,
1467-52356,1997-08-11,pd 5335,JJK,w 4 IIc,@ 0825,
1467-52356,1997-07-06,Nest,RGC,6 hatch 5 only tagged,NA,
1467-52357,1997-07-03,NA,NA,NA,SEE BROOD OBS '97 freq: 2.461,
1467-52357,1997-07-06,nest,SWL,8 hatch/ gone,NA,
1467-52357,1997-07-31,pd N of 4717,STR,female w 2 other MALL female,NA,
1467-52358,1997-07-12,nest,RLL,5 hatch/gone,NA,
1467-52359,1997-07-12,nest,SWL,10 hatch,@ 1235,
1467-52359,2000-01-02,"Smackover, Arkansas",NA,female shot,NA,
1467-52360,1997-07-14,Nest,RGC,8 hatch/gone,NA,
1467-52360,1998-05-08,pd 7662?,SWL,PR,Half a mile N of NE end of NWA (The junkpile wetland). 1st pd SE of Boussiere's (N) farm. @ 955 100% 50m sighting,
1467-52360,1999-06-21,N153,"RDD,BBB",8 eggs,*Lost tags refitted,
1467-52362,1997-07-22,nest,JJK,Nest depredated,NA,
1467-52362,1997-10-22,pd 65,SWL,W Yell oval wht triangle + 3 males,@ 1440,
1467-52362,1998-01-11,"Raceland, LA",NA,shot,NA,
1467-52363,NA,NA,NA,NA,See Brood Obs freq: 2.417,
1467-52363,1997-07-19,nest,SWL,greater or equal to 6 duckling,lifted fence and left (missed webtagging),
1467-52363,1997-08-18,1 pd S of 4336,STR,w 8 IIb's,@ 0825,
1467-52363,1998-04-29,pd 50,BB,PR,good sighting; circled 3yr,
1467-52363,1998-05-06,pd 50,RGC,PR,@ 1820,
1467-52363,1998-06-03,Nest #008,EMS,caught on nest,NA,
1467-52363,1998-06-04,Nest #008,SWL,Depredated,NA,
1467-52364,1997-07-16,NA,NA,NA,SEE 1997 BROOD OBS (2.221),
1467-52364,1997-07-20,Nest 473,SWL,10 hatch/gone,NA,
1467-52364,1997-08-18,"2 pds E 
1 pd S of 2561",STR,w 6 IIb,@ 0930,
1467-52364,1998-04-27,Skomar's pd,RGC,PR,@ 1215; circled greater or equal to 3yr,
1467-52364,1998-05-06,Skomar's pd,EMS,PR,@ 15233,
1467-52364,1998-05-08,Skomar's pd,SWL,PR,@ 1101 sittnig on muskrat house SW end,
2367-85838,1997-05-30,N 087 E of pd 14,"SWL, RLL, JJK",5 eggs pipped and hatched,(6 crushed by SWL),
2367-85839,1997-05-29,N of pd 14,"MG, SWL",11 ducklings hatched,NA,
2367-85839,1999-06-02,pd 125N,SWL,Pr,@ 0840,
2367-85840,1997-06-01,nest,JJK,8 hatch,@ 1040,
2367-85840,1998-04-29,SW pd 1,RGC,Pr,@ eve,
2367-85840,1998-05-12,N pd 1,SWL,Pr,@ 1009,
2367-85841,1997-05-31,142 ISL,"RGC, MG",7 hatched ducklings,@ 12:40,
2367-85841,1997-06-09,pd 90,MG,w Ia-b,NA,
2367-85841,1998-04-27,pd 1,SWL,PR,@ 1131,
2367-85841,1999-04-21,pd 1 W,SWL,PR,100%,
2367-85841,1999-05-07,pd 1 W,SWL,PR,100%,
2367-85841,1999-07-07,N236,"BBB, BAP, RDD",8 eggs,NA,
2367-85841,1999-07-16,N236,RGC,8 H/G,NA,
2367-85842,1997-05-31,N 059 NE of pd 3,"SWL, JJK  ",11 *d eggs,NA,
2367-85843,1997-05-30,Nest,MG,11 pipped,NA,
2367-85843,1997-07-28,2 pds N of 7044,MG,No brood,NA,
2367-85843,1998-06-02,W of 5338 in field,EMS,PR,@ 0705 100%,
2367-85843,1998-06-02,p 66,SWL,PR,@ 900 PR,
2367-85844,NA,NA,NA,NA,SEE BROOD OB SHEETS '97,
2367-85844,1997-05-30,N 085 SE of pd 14,"PCG, GP",13 eggs *d (13 hatched),NA,
2367-85844,1998-04-27,pd 26,RGC,PR,@ 0950,
2367-85844,1998-04-29,pd 26,BB,PR,"not 100%, thought Gr Y but does not exist",
2367-85844,1998-05-07,pd 1,RGC,PR,@ 1445,
2367-85844,1998-05-09,pd 1 W,RGC,PR,@ 1100,
2367-85844,1998-05-12,pd 67,RGC,PR,@ 11:10,
2367-85844,1998-05-19,pd 1 W,RGC,PR,@ 1325,
2367-85844,1998-05-26,pd 1 NW,SWL,PR,@ 10:30,
2367-85845,1997-06-02,N 041 N of pd 140,"PCG, JJK, SWL",10 *d (9 hatched),NA,
2367-85845,1997-06-25,125 S,PCG,w 6 IIa's,@ 10:05,
2367-85845,1997-04-29,pd 140,RGC,PR,@ eve ,
2367-85845,1998-05-03,pd 140,BB,PR,NA,
2367-85845,1998-04-13,pd 140,BB,PR,NA,
2367-85846,NA,NA,NA,NA,SEE BROOD OB SHEETS '97,
2367-85846,1997-06-01,N of pd 14,NA,11 eggs *'d + hatched,NA,
2367-85846,1997-07-23,SW end pd 9350,MG,w 8III,@ 1500,
2367-85847,1997-06-01,Nest 065,MG/PCG/JJK,11 hatched,NA,
2367-85847,1997-07-16,Nest 663,MG/EMS/KLG,10 eggs starred (female eventually abandoned),NA,
2367-85847,1997-08-01,2 pds SE of Andre Denis yard,SWL,Saw female several times w 4 III's swimming around pd. ,(MALL 2343 in this pd) 100% ID,
2367-85848,1997-06-03,141 ISL,"GP, MG, RT",2 eggs *d,NA,
2367-85848,1998-06-24,185 ISL,RGC,NA,ID on nest,
2367-85848,1998-06-28,185 ISL,RGC,"4 ducklings webtagged, 2 pipped",108353-8357,
2367-85848,1999-06-23,N144 ISL,SWL/RDD,9 eggs,"*Lost tags, refitted ",
2367-85848,1999-07-02,N144 ISL,RDD,9 H/G,NA,
2367-85848,2000-04-27,1 E,RGC,NA,V. good,
2367-85848,2000-06-07,1 E,SWL,Pr,@ 0825 VG,
2367-85848,2000-06-14,Flush from nest 6136 (N166),KWD,Pr,@ 1030,
2367-85848,2000-06-29,pd 90,BBB,"Dead, mammalian predator!",NA,
2367-85849,1997-06-02,N 057 E of pd 14,"MG, GP, EMS, RT",4 eggs pipped - 2 hatched,NA,
2367-85850,1997-06-03,144 ISL,"RGC, GP",10 eggs *d,NA,
2367-85850,1997-06-28,1 pd E of 94,SWL,w 4 Ic,@ 0742,
2367-85850,1998-05-22,pd 1 W,JJK,PR,@ 955,
2367-85851,1997-06-07,Nest,KLG/GP,8 hatch,NA,
2367-85851,1998-04-20,5056,SWL,Pr,@ 1350,
2367-85851,1998-04-22,5056,SWL,Pr,@ 1739,
2367-85851,1998-05-05,S of 5056 in crop,SWL,Pr,@ 0907,
2367-85851,1998-05-22,NE pd 29 in field,SWL,Pr,@ 724,
2367-85852,1997-06-04,150 ISL,NA,"9 eggs *d (9 hatched, 1 left behind placed in pond)",NA,
2367-85852,NA,NA,NA,NA,See Brood OBS 97,
2367-85852,1998-04-29,SW pd 1,RGC,PR,@ eve ,
2367-85852,1998-05-05,pd 71,JJK,PR,@ 925,
2367-85852,1998-06-29,N 201,JGS,Trap,Weller Island,
2367-85852,1998-07-04,N 201,SWL,Webtag pip-hatch 8,NA,
2367-85852,1999-06-10,NA,KWD,Pr,good @ 1600,
2367-85852,1999-07-05,N105 ISL,BBB,5 starred,Visual I.D.,
2367-85853,1997-06-05,134 ISL,"SWL, JS, EMS",9 eggs pipped,NA,
2367-85853,1997-07-23,pd 90,STR,"standing on big white rock, saw no brood",@ 1000,
2367-85853,1998-04-22,SE pd 1,RGC,PR,@ 1800,
2367-85853,1998-04-20,pd 1,SWL,PR,@ 1538,
2367-85853,1998-05-05,pd 1 E,RGC,PR,@ 1040+,
2367-85853,1998-05-11,pd 1 E,SWL,PR,NA,
2367-85853,1998-06-15,pd 1 E,JGS,w other female,@ 17:00,
2367-85853,1999-06-03,N 26 I,BBB/RDD/SWL/PAL,9 eggs 23-24 d inc,@ 0945 *tags lost refitted,
2367-85853,1999-08-09,pd 65,RDD,female,@ 0825  ,
2367-85853,2000-04-27,pd 1 E,RGC,NA,POOR,
2367-85853,2000-05-02,pd 1 E,KWD,PR,poor/good @ 4:05,
2367-85853,2000-05-04,pd 1 W,KWD,PR,fair/good @ 0825,
2367-85853,2000-05-08,pd 1 E,KWD/PC,Pr,@ 1620 Fair,
2367-85853,2000-05-24,pd 1 E,PC,Pr,good @ 0850,
2367-85853,2000-05-26,pd 1 E,KWD,Pr,VG @ 1053,
2367-85854,1997-06-05,N 017 N of quanset ,NA,"4 eggs pipped, 2 hatched?",NA,
2367-85854,1998-04-22,5056,SWL,PR,@ 17:37,
2367-85854,1998-05-12,field N of 5056,JJK,PR,@ 0725,
2367-85854,1998-06-02,S of pd 5056,RGC,PR,@ 0735,
2367-85855,1997-06-06,N129 ISL,NA,"14 eggs *d, (14 hatched)",NA,
2367-85855,1998-05-07,pond S of 6672,JJK,PR,@ 1420 on SE shore,
2367-85855,1998-05-11,pd S of 6672,JJK,PR,@ 15:05,
2367-85855,1998-05-19,pd 1 SSE,RGC,PR,@ 1350,
2367-85855,1998-06-26,N218 ISL,RGC,nest ,NA,
2367-85855,1998-06-28,N218 ISL,RGC,10 hatched,NA,
2367-85855,1999-07-28,pd 90,BBB,NA,@ 1045 100%,
2367-85855,1999-06-17,N130 ISL,SWL,10 eggs ,"*Lost tags, refitted. Same combo as bird with band #2367-85860 (some or all of these may have been the other individual, but both alive in 2000!)",
2367-85855,1999-06-23,N130 ISL,SWL,H/G,9 hatched,
2367-85855,2000-04-27,1 E,RGC,paired,good,
2367-85855,2000-05-02,125 N,KWD,PR,V. good @ 1653,
2367-85855,2000-05-04,125,BBB,PR,NA,
2367-85855,2000-05-12,pd 6954,RGC,Pr,@ 10:30 VG,
2367-85855,2000-05-19,pd 1 E,BBB,Pr,@ 10:30 VG,
2367-85855,2000-06-07,pd 1 E,SWL,Pr,@ 0825,
2367-85856,1997-06-08,148 ISL,SWL,6 eggs *d,Human? Aban.,
2367-85856,1997-06-25,Nest 513 ISL,RGC,7 eggs 26 days inc,NA,
2367-85856,1997-07-04,nest ,RGC,5 hatch/gone,NA,
2367-85857,1997-06-09,Nest,RGC,10 hatch,NA,
2367-85857,1997-07-18,1 pd S of 3670 1 mi NW of Skomar's pd,SWL/STR,w 9 IIb/c,@ 1515,
2367-85857,NA,NA,NA,NA,SEE BROOD OBS 97,
2367-85857,1998-04-28,Skomar's,BB,PR,Mauser attached?,
2367-85857,1998-05-22,Skomar's,SWL,PR,@ 917,
2367-85857,1998-05-08,Skomar's,SWL,PR,@ 1045  ,
2367-85858,1997-06-10,Nest,RGC,8 hatched,NA,
2367-85858,1997-08-11,1 pd SW of 5662,MG,w 3 IIa/b,"""DBL tagged in 97""",
2367-85859,1997-06-07,N 073 N of pd 1,NA,10 eggs pipped and hatched,NA,
2367-85860,1997-06-11,N126 ISL,"KLG, SWL",9 eggs pipped (9 hatched),NA,
2367-85860,NA,NA,NA,NA ,See Brood Obs 97,
2367-85860,1997-07-10,pd 90,PCG,w 1 IIa,@ 1140,
2367-85860,1998-05-05,pd 1 E,RGC,PR,@ 1020 w mauser on back!,
2367-85860,1998-05-12,pd 1 E,SWL,PR,@ 0932,
2367-85860,1998-05-22,pd 1 E,JJK,PR,@ 905 w mauser,
2367-85860,1998-07-29,pd 90,RGC,4 Ic,@ 730,
2367-85860,1998-07-22,pd 90,EMS,Alone,@ 1045,
2367-85860,1998-07-02,N 214,RGC,cont,Mauser found in bow 1,
2367-85860,1998-07-06,N 214,RGC,star 7 eggs ,@ 900 (hatched),
2367-85860,1998-08-21,6642,RGC,w/ 6 III and male full plumage then flew away,@ 0825,
2367-85860,1999-04-16,pd 1 E,RGC,PR,NA,
2367-85860,1999-04-19,pd 1 W,SWL,PR,@ 1842 100%,
2367-85860,1999-04-22,pd 1 E,SWL,PR,@ 2026,
2367-85860,1999-06-24,N029,RGC et al,13 eggs,*Lost tags new combo,
2367-85860,1999-06-28,1 L,RGC/SWL,10 hatch,NA,
2367-85860,2000-05-19,1 E,BBB,Pr,"@ 1100 100%, 2 birds were seen with same combo simultaneously (see 2367-85855) both alive in 2000",
2367-85861,1997-06-08,143 ISL,SWL,4 eggs pipped (hatched),NA,
2367-85861,1998-04-20,pd 1 W,SWL,Pr,@ 1538,
2367-85861,1998-04-22,pd 1 W,RGC,PR ,@ 1915,
2367-85861,1998-04-29,SW pd 1,RGC,PR,@ 1755,
2367-85861,1998-04-13,pd 1,BB,PR,NA,
2367-85861,1998-07-11,N200,RGC,6 eggs,(Hatched),
2367-85861,1999-04-19,1 W,SWL,PR,Left?,
2367-85861,1999-04-22,1 W,SWL,PR,Left 100% Right Good @ 2011,
2367-85861,1999-04-29,1 W,RDD,PR,VG  ,
2367-85861,1999-04-29,1 W,KWD,PR,G,
2367-85861,1999-05-19,pd 1 ,RDD,PR,V. good @ 0840,
2367-85862,1997-06-08,N # 029 S of captives,NA,8 ducklings hatched,NA,
2367-85862,1997-11-19,"Sabine Ref, LA",NA,Shot,11/19/97,
2367-85863,1997-06-12,N 123 ISL,SWL,9 eggs pipped (8 hatched),NA,
2367-85864,1997-06-16,N 124 ISL,"SWL, KLG",2 eggs starred + hatched,NA,
2367-85864,1997-06-28,pd 90,SWL,w 7 Ic,@ 1043,
2367-85864,1997-07-23,pd 90,STR,3 IIb's ,NA,
2367-85864,1997-07-28,pd 90,STR,3 IIc,@ 0950,
2367-85864,1998-04-15,pd 1,MG,PR,@ am,
2367-85864,1998-04-22,S end pd 1,RGC,PR,@ 1715,
2367-85864,1998-05-25,N 52 ISL,the crew,on nest,am (new tags given) *Lost previous tags,
2367-85864,1998-06-08,pd 90,SWL,PR,@ 1033,
2367-85864,1998-05-31,N 52 ISL,"RGC, TLL","4 hatched, eggs 1 and 6 did not hatch",NA,
2367-85864,1999-04-19,pd 1 E,SWL,PR,VG,
2367-85864,1999-04-20,pd 1 E,SWL,PR,100% @ 1045,
2367-85864,1999-04-26,pd 1 E,RDD,PR,NA,
2367-85864,1999-04-27,pd 1 E,KWD,PR,VG,
2367-85864,1999-04-29,pd 1 W,RDD,PR ,G,
2367-85864,1999-05-02,pd 1 W,KWD,PR ,VG @ 1915,
2367-85865,1997-06-17,Nest,SWL/JJK,10 hatch/gone,@ 1015 missed webtagging,
2367-85865,1997-07-19,pd 5335,MG,w 9 IIb-c,NA,
2367-85866,1997-06-19,Nest,KLG,6 hatched,@ 1445,
2367-85866,1997-07-19,pd 5335,MG,2 IIb-c,NA,
2367-85866,1997-07-21,pd 5335,JJK,2 Ic's,@ 1100,
2367-85867,1997-06-15,N 122 E of 67,MG,6 egg *d + hatched,NA,
2367-85867,1998-04-27,pd 1 ,SWL,PR,@ 1131,
2367-85867,1998-05-08,1st pd S of 5723,JJK,PR,@ 1125,
2367-85868,1997-06-06,133 ISL,"KLG, SWL",8 *d (hatched),NA,
2367-85869,1997-06-25,Nest,RGC,9 hatch,@ 1535,
2367-85869,1997-07-23,pd 90,STR,7 IIb,@ 0920,
2367-85869,1997-07-28,pd 90,STR,7 IIb,@ 0950,
2367-85869,1997-08-11,pd 90,STR,7 IIc,@ 0935,
2367-85869,1998-04-15,pd 1,MG,PR,@ am,
2367-85869,1998-04-29,SW pd 1,RGC,PR,@ eve,
2367-85869,1998-05-22,pd 1 E,JJK,PR,@ 840,
2367-85869,1998-05-28,pd 1,SWL,PR,@ 0850,
2367-85869,1998-06-09,pd 1 ,SWL,on nest # 119,@ 1152,
2367-85869,1998-06-10,pd 1,JGS,alone,@ 13:15,
2367-85869,1998-06-30,N 119,RGC,9 hatched,NA,
2367-85869,1999-06-24,pd 1 E,RDD,Pr,@ 1655 v.g,
2367-85869,1999-06-22,N 045 ISL,RGC et al,9 eggs,lost tags refitted same combo,
2367-85869,1999-06-24,N 045 ISL,RGC et al,9 tagged,all hatch/gone,
2367-85869,2000-05-02,SW 90,SWL,Pr,@ 17:19 VG 99%,
2367-85869,2000-05-13,pd 1 W,RGC,Pr,"@ 1520, fair",
2367-85870,NA,NA,NA,NA,SEE 1997 BROOD OBS freq: 2.800,
2367-85870,1997-06-26,Nest ,SWL,9 hatch,NA,
2367-85870,1997-07-22,1 pd SW of 5662,STR,w 8 IIb  ,@ 0740,
2367-85870,1998-05-21,Nest # 018,"JJK, JGS",K,mistnetted,
2367-85870,1998-05-26,Nest # 018,"JJK, JGS, EMS",Depredated,NA,
2367-85871,1997-06-29,Nest,RGC,7 hatch,NA,
2367-85871,1998-04-27,pd 1 E,SWL,PR,@ 1138,
2367-85871,1998-05-08,pd 1 E,RGC,PR,@ 11:20,
2367-85871,1998-05-12,pd 1 E,SWL,PR,@ 0956 not 100% on LB y,
2367-85871,1998-05-10,pd 1 E,RGC/ JGS,PR,@ 13: 20,
2367-85871,1998-06-11,N70,RGC,nest ,NA,
2367-85871,1998-06-24,N70,RGC,6 hatch,NA,
2367-85871,1999-06-24,N 136 ISL,BBB,9 eggs,* Lost tags refitted,
2367-85871,1999-07-02,N 136 ISL,RGC,8 hatch/gone,NA,
2367-85871,1999-07-12,pd 90 B,RDD,4 Ib/c,@ 1425 100%,
2367-85871,2000-04-27,1 E,RGC,paired,NA,
2367-85871,2000-05-02,1 E,KWD,PR,@ 1545 good,
2367-85871,2000-05-04,1 E,KWD,PR,@ 0905 good,
2367-85871,2000-05-19,1 N,BBB,Pr,@ 1049 Exc 100%,
2367-85871,2000-06-14,90,KWD,Pr,@ 1000 fair,
2367-85872,NA,NA,NA,NA,Not included,
2367-85873,1997-06-30,Nest,MG,Depred. ,NA,
2367-85873,1998-05-07,pd 71,RGC,PR,@ 1400,
2367-85874,NA,NA,NA,NA,SEE 1997 Brood Obs freq: 2.081,
2367-85874,1997-06-26,Nest,RGC,8 hatch,NA,
2367-85874,1997-07-17,1 pd S of 6113,SWL,w 1 IIa,NA,
2367-85874,1997-07-29,1/2 mi further South of 1 pd S of 6113,NA,female alone,NA,
2367-85874,1998-04-15,pd 1,MG,Pr,am  ,
2367-85874,1998-04-28,pd 1 ,BB,Pr,Am no mauser,
2367-85874,1998-05-05,pd 1 E,RGC,Pr,@ 1040+,
