,band_num,species,SPECIES,DATE,EVENT,COORDINATES,LOCATION DESCRIPTION,NOTES FOR INTEREST,
1060,1447-40373,Unknown,MALL,8/19/1988,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1061,1447-40412,Unknown,MALL,5/30/1989,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1062,1447-40416,Unknown,MALL,6/13/1989,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1063,1447-40417,Unknown,MALL,6/12/1989,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1064,1447-40418,Unknown,MALL,6/12/1989,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1065,1447-40419,Unknown,MALL,6/28/1989,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1066,1447-40420,Unknown,MALL,6/27/1989,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Found dead in SK in 1995,
1067,1447-40425,Unknown,MALL,8/3/1989,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1068,1447-40427,Unknown,MALL,8/3/1989,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1069,1447-40361,Unknown,MALL,8/11/1988,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1070,1467-52216,Unknown,MALL,6/5/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1071,1467-52217,Unknown,MALL,6/7/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Kentucky in 1998,
1072,1467-52219,Unknown,MALL,6/7/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1073,1467-52220,Unknown,MALL,6/11/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1074,1467-52221,Unknown,MALL,6/11/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1075,1467-52222,Unknown,MALL,6/11/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1076,1467-52223,Unknown,MALL,6/11/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1077,1467-52224,Unknown,MALL,6/22/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1078,1467-52225 ,Unknown,MALL,6/25/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1079,1467-52226,Unknown,MALL,6/27/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1080,1467-52227,Unknown,MALL,6/28/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Nebraska in 1993,
1081,1467-52228,Unknown,MALL,7/2/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1082,1467-52229,Unknown,MALL,7/13/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1083,1467-52230,Unknown,MALL,7/14/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1084,1467-52233,Unknown,MALL,8/2/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1085,1467-52237,Unknown,MALL,8/3/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1086,1467-52409,Unknown,MALL,5/6/1991,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",Shot in Arkansas in Dec 1991,
1087,1467-52472,Unknown,MALL,6/13/1991,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
1088,1467-52446,Unknown,MALL,5/24/1991,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
1089,1467-52419,Unknown,MALL,5/10/1991,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
1090,1467-52465,Unknown,MALL,6/5/1991,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
1091,1467-52243,Unknown,MALL,8/24/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Arkansas in 1991,
1092,1467-52271,Unknown,MALL,10/16/1990,orig bndg,52.08333 -106.75,"4 W OF SASKATOON, Saskatchewan, Canada",,
1093,1467-52298,Unknown,MALL,4/26/1991,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1094,1467-52473,Unknown,MALL,6/14/1991,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
1095,1467-52476,Unknown,MALL,7/4/1991,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
1096,1467-52477,Unknown,MALL,7/5/1991,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
1097,1467-52474,Unknown,MALL,6/17/1991,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
1098,1467-52475,Unknown,MALL,6/18/1991,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
1099,1467-52482,Unknown,MALL,7/22/1991,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
1100,1467-52480,Unknown,MALL,7/18/1991,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
1101,1467-52478,Unknown,MALL,7/18/1991,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
1102,1467-52481,Unknown,MALL,7/18/1991,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
1103,686-13981,GADW,,6/28/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1104,896-75266,GADW,,8/10/1994,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1105,896-75274,GAD,,8/10/1994,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1106,896-75299,GADW,,7/16/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1107,1107-16336,MALL,,7/20/1994,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1108,2367-85881,MALL,,7/6/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1109,1107-16329,MALL,,6/22/1994,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1110,1467-52311,MALL,,5/29/1992,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",Found dead in SK in 1994,
1111,1107-16326,MALL,,6/3/1994,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1112,NA,MALL,,,,,,,
1113,1107-16341,MALL,,7/29/1994,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Illinois in 2000,
1114,1107-16330,MALL,,7/7/1994,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1115,1447-40124,MALL,,8/26/1986,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1116,1107-16332,MALL,,-,,,,,
1117,1107-16334,MALL,,7/11/1994,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1118,1107-16325,MALL,,5/26/1994,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Arkansas,
1119,1107-16333,MALL,,7/15/1994,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1120,1467-52317,MALL,,7/3/1992,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
1121,1107-16402,MALL,,5/27/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1122,1107-16404,MALL,,7/6/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1123,1107-16397,MALL,,6/21/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1124,1107-16388,MALL,,6/2/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1125,1107-16396,MALL,,6/20/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1126,1107-16395,MALL,,6/19/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1127,1107-16401,MALL,,7/3/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1128,1107-16394,MALL,,6/18/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Found dead in Nebraska in 1996,
1129,,,,,,,,,
1130,Comments:,,,,,,,,
1131,"very long page in front, not sure if it's radiotagging or brood observation data",,,,,,,,
1132,a lot of pages similar to very long page + maps found,,,,,,,,
1133,lots of looseleaf papers in pockets in front and in back of binder,,,,,,,,
1134,"majority of pages are follow-ups, repeating data in radiotagging section but different data in brood observation section",,,,,,,,
1135,1107-16461,MALL,,5/31/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1136,896-75286,GADW,,6/23/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1137,1467-52361,MALL,,6/25/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1138,1107-16327,MALL,,6/10/1994,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1139,1107-16481,MALL,,6/21/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1140,1107-16389,MALL,,5/29/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1141,896-75208,GADW,,6/17/1994,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Found dead in SK in 2000,
1142,896-75356,GADW,,6/27/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1143,686-13937,GADW,,7/9/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1144,896-75364,GADW,,7/3/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1145,1107-16458,MALL,,8/29/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1146,896-75105,GADW,,7/18/1991,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
1147,896-75359,GADW,,6/29/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1148,896-75362,GADW,,7/3/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1149,896-75167,GADW,,8/7/1992,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1150,896-75361,GADW,,7/2/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1151,1107-16484,MALL,,6/29/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in SK in 1996,
1152,1467-52336,MALL,,7/1/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1153,896-75295,GADW,,7/13/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Louisiana in 1996,
1154,1107-16489,MALL,,7/6/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1155,686-13935,GADW,,6/26/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1156,896-75363,GADW,,7/3/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1157,1107-16408,MALL,,7/11/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Arkansas in 1999,
1158,1107-16338,MALL,,7/27/1994,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1159,1467-52337,MALL,,7/1/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1160,1467-52339,MALL,,7/3/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1161,896-75365,GADW,,,,,,,
1162,1107-16487,MALL,,7/5/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1163,896-75367,GADW,,7/8/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1164,1107-16462,MALL,,6/3/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1165,896-75360,GADW,,7/1/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Louisiana in 1997,
1166,596-68175,GADW,,6/30/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1167,896-75226,GADW,,7/18/1994,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Recaptured in SK in 1997,
1168,686-13916,GADW,,7/7/1992,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",Found dead in SK in 1995,
1169,896-75293,GADWALL,,7/11/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1170,896-75303,GADW,,7/25/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Louisiana in 1997,
1171,896-75287,GADW,,7/5/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1172,896-75288,GADW,,7/6/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1173,896-75294,GADW,,7/13/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1174,686-13938,GADW,,7/10/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1175,686-13941,GADW,,7/12/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1176,686-13946,GADW,,7/14/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1177,686-13950,GADW,,7/18/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1178,NA,GADW,,-,,,,,
1179,686-13955,GADW,,-,,,,,
1180,896-75293,GADW,,7/11/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1181,896-75381,GADW,,8/16/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1182,"* STILL NEEDS TO BE ENTERED: Binder has some sheets, in different formatting, that are radio tags (maybe for ducklings)",,,,,,,,
1183,686-13983,GADW,,7/18/1994,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Recaptured in 1997 in SK,
1184,686-13984,GADW,,7/2/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1185,686-13992,GADW,,7/5/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1186,686-13994,GADW,,7/5/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Arkansas in 2001,
1187,686-13995,GADW,,7/7/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1188,896-75267,GADW,,8/10/1994,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1189,896-75368,GADW,,7/9/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in SK in 1997,
1190,896-75297,GADW,,7/14/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1191,1016-61301,GADW,,7/8/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1192,1016-61310,GADW,,7/13/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1193,1016-61311,GADW,,7/14/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1194,1016-61315,GADW,,7/18/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1195,1016-61316,GADW,,7/19/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1196,1016-61319,GADW,,7/22/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1197,1016-61324,GADW,,7/26/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Louisiana in Dec 1997,
1198,1016-72005,GADW,,7/6/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1199,1016-72011,GADW,,7/16/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Ohio in Nov 1997,
1200,686-13986,GADW,,7/3/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Louisiana in Dec 1997,
1201,686-13987,GADW,,7/4/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1202,1016-61318,GADW,,7/21/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Louisiana in 1998,
1203,1016-72003,GADW,,7/6/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1204,1107-16499,MALL,,7/21/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1205,2367-85874,MALL,,6/24/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1206,1467-52342,MALL,,7/14/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Arkansas in 2000,
1207,1467-52357,MALL,,7/8/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1208,1467-52363,MALL,,7/16/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1209,1467-55363,MALL,,see above,,,,,
1210,1467-52364,MALL,,7/16/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1211,2367-85844,MALL,,5/28/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1212,2367-85846,MALL,,5/30/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1213,2367-85852,MALL,,6/2/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1214,2367-85857,MALL,,6/5/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1215,2367-85870,MALL,,6/22/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1216,2367-85878,MALL,,6/27/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1217,2367-85885,MALL,,7/12/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1218,2367-85892,MALL,,7/21/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1219,2367-85895,MALL,,7/24/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1220,2367-85860,MALL,,6/7/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1221,2367-85884,MALL,,7/11/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1222,1107-16406,MALL,,7/7/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1223,2367-85879,MALL,,6/30/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1224,2367-85880,MALL,,6/30/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1225,1467-52235,MALL,,8/2/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1226,1667-55363,MALL,,-,,,,,
1227,1016-75368,GADW,,-,,,,,
1228,1016-61521,GADW,,-,,,,,
1229,896-75373,GADW,,7/15/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1230,686-13952,GADW,,7/18/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1231,686-13998,GADW,,7/7/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1232,686-13991,GADW,,7/5/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Arkansas in 2000,
1233,1107-16470,MALL,,6/10/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1234,1107-16490,MALL,,-,,,,,
1235,1107-16496,MALL,,7/18/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1236,1107-16497,MALL,,7/18/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1237,1467-52310,MALL,,5/27/1992,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
1238,1467-52340,MALL,,7/8/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1239,1467-52341,MALL,,7/8/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1240,1467-52343,MALL,,7/28/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1241,2367-45802,MALL,,-,,,,,
