band_num,date_resighted,location,observer,status,comments,
896-75237,1995-05-26,pd 66,RW,pr,"""@0853"" ",
896-75237,1995-06-08,pd 65,RW,NA ,"""@1520""",
896-75237,1995-06-12,pd 66,JC,PR ,"""@1542""",
896-75237,1995-07-19,Nest 239 ,NA,NA,NA,
896-75237,1995-07-25,4857,STR,6 Ia's,"""@1515""",
896-75237,1995-07-26,4857,SWL ,6 Ia's,"""@1315"" ",
896-75237,1995-08-03,4857,SWL ,5 Ib's,"""@1036"" ",
896-75237,1995-08-06,4857,SWL ,5 Ic's,"""@1616"" ",
896-75237,1995-08-07,4857,SWL ,5 Ic's,NA ,
896-75237,1995-08-15,4857,STR,5 Ic's,NA,
896-75237,1995-08-21,4857,JC,5 IIB's,"""@1230""",
896-75237,1995-08-23,4857,SWL ,5 IIB's,"""@1345""",
896-75237,1996-08-13,1/2 mile N of 5056 (pd 5258) ,SWL ,acting broody,"""@1043"" ",
896-75237,1996-08-11,1/2 mile N of 5056 (pd 5258) ,VL,w 8 IC,"""@1520""",
896-75250,1995-07-19,Nest 266,RGC et al.,8 days INC. ,NA ,
896-75250,1995-07-26,Nest 266,JC,female abandoned 1yr,NA ,
896-75266,1995-06-05,W of Bousierre ,SWL ,PR ,"""@1419 1 yr old"" ",
896-75266,1996-06-05,SW end pd 90 ,SWL ,PR,"""@1420 2 yrs old""",
896-75266,1996-06-13,pd 90,NA,PR,"""1015""",
896-75266,1996-08-22,Bousierre's pd ,RGC,w 9 IC,NA,
896-75266,1996-08-16,"""pd 6136""",SF,w 9 IB ,"""@1002"" ",
896-75266,1996-06-12,pd W of Bousierre 6163?,SWL ,PR ,"""@2126"" ",
896-75266,1996-08-08,Nest 468,NA ,NA  ,"""10 hatched"" ",
896-75266,1996-09-03,pd 6136,MG ,w 9 IIa ,"""@1518""",
NA,NA,NA,NA,NA,"""SEE BROOD OBS 96""",
896-75266,1997-06-22,pd 90 ,MG,alone?,"""@0820"" ",
896-75266,1997-08-06,pd 6136,STR,w 3 Ia,"""@0845"" ",
896-75266,1997-08-11,pd 6136,STR,w 1 Ic,"""@1115"" ",
896-75266,1998-05-22,pd 6136,BBB,PR ,"""@0755"" ",
896-75266,1998-06-02,6136,RGC,PR ,"""@950"" ",
896-75266,1998-08-21,pd 90B,RGC,w/ 8 IIb,"""@0900"", there is a sticky note on this page that says ""Marked off area but entered! SWL 99"" ",
896-75267,1996-05-15,pd W of Bousierre's ,AJF,paired ,"""@1733"" ",
896-75267,1996-07-08,pd 90 B ,"MG, STR",unk ,"""@1545"" ",
896-75267,1996-07-09,pd 90 B ,JM,PR ,NA,
896-75267,1996-07-08,pd 90 B ,SWL ,PR,"""@1809"" ",
896-75267,1996-07-13,pd 90 B ,ALF ,female alone ,"""@1409"" ",
896-75267,1996-07-19,pd 90 B ,STR,w other female ,"""@1600"" ",
896-75267,1996-07-30,pd 6136,SWL,female alone ,"""@1421"" ",
896-75267,1997-08-04,nest 662 SE of pd 92 ,NA,NA,NA,
NA,NA,NA,NA,NA,"""**SEE 1997 BROOD OBS** freq: 2.302""",
896-75267,1997-08-07,nest  ,MG,ducklings scattered 8 hatch ,"""@0805"" ",
896-75267,1997-09-08,ESE Rene Labreque,RGC,8 IIb ,"""@1800"" ",
896-75267,1998-04-28,pd 6136,RGC,PR ,"""@0800"" ",
896-75267,1998-05-11,pd 90,SWL ,PR ,"""@1323"" ",
896-75267,1998-05-12,pd 90,SWL ,PR ,"""@0814"" ",
896-75267,1998-06-08,pd 90,SWL ,PR ,"""@1040"", there is a note on this page that says ""Marked off area but entered SWL 99""",
896-75263,1995-05-11 ,5335,RGC ,PR,"""1 yr old""",
896-75263,1995-05-20 ,pd 1W ,RGC,PAIR,NA,
896-75290,1995-07-15,pd 6751,STR,9 Ia's ,"""@1420"" ",
896-75290,1995-07-16,pd 6751 ,RGC,7 Ia's ,"""@0940"" ",
896-75290,1995-07-25,6753,STR,7 Ic's,"""@1015"" ",
896-75290,1995-07-28,6751,SWL ,7 Ic's,"""@0918""",
896-75290,1995-07-29,6753,JC,7 Ic's,"""@1018""",
896-75290,1995-08-03,pd 6753,SWL ,7 IIa's,"""@1521""",
896-75290,1995-08-07,pd 6751,SWL,7 IIA's ,"""@1211"" ",
896-75290,1995-08-15,6751,JC,7 IIb's,"""@1130"" ",
896-75290,1995-08-18,6753,JC,7 IIc's,"""@1030"" ",
896-75290,1995-08-11,6751,STR,7 IIB's,"""@1250""",
NA,NA,NA,NA,NA,"""female shot 11/28/95 Louisianna""",
896-75296,1995-07-21,7144,KLH,8 Ib's,NA,
896-75296,1995-08-04,7144,SWL,8 Ic's ,@ 1654,
896-75296,1995-08-06,7144,SWL,8 IIa's ,@ 1543,
896-75296,1995-08-11,7144,STR,brood hidden,@ 1350,
896-75296,1995-08-07,7144,SWL,8 IIa's ,@ 1035,
896-75296,1995-08-15,7144,STR,8 IIb's,@ 0745 *7144 is now called pd 7040,
896-75296,1996-08-08,pd 6672,MG,w/o IIB+C,NA,
896-75296,1996-08-12,pd 7040,SWL,female alone ,@ 1606,
896-75296,1997-07-09,pd 1 ,KLG,female alone,@ 18:35 *sticky note: 97 resight not entered SWL 99,
896-75286,1995-07-29,pd 65,STR,alone,@ 1015,
896-75286,1995-06-26,pd 6642,SWL,PR,@ 1039,
896-75286,1995-07-01,NA,NA,NA,See brood obs 95,
896-75286,1996-05-06,"SE corner, kitty corner from skunk pen","STR, JC",paired,@ 1500,
896-75286,1996-05-10,6642,RGC,pr ,NA,
896-75286,1996-05-15,6642,MG,pr ,NA,
896-75286,1996-06-23,pd S of skunk pen,SWL,pr ,@ 1602,
896-75286,1996-07-06,nest 296,NA,9 hatch,NA,
896-75286,1996-07-11,pd 90b,VL,w 8 Ia's,@ 1142,
896-75286,1996-08-12,7040,SWL,w 7 IIc ,@ 1615 ,
896-75286,NA,NA,NA,NA,See brood obs 96,
896-75286,1997-05-09,6642,MG,pr,8:30 *W mauser on back,
896-75286,1997-05-15,6642,PCG,paired,1:00,
896-75286,1997-07-23,pd 90b,STR,alone,@ 1000,
896-75286,1997-08-04,1st of pd SW of 7044,STR,alone,@ 1050,
896-75286,1997-08-06,pd 7044,STR,alone,@ 1205,
896-75286,1997-08-07,pd 8132,STR,alone,@ 0930,
896-75286,1997-08-15,pd 90b,STR,alone,@ 1410,
896-75286,1998-04-28,7040,SWL,PR,@ 0952,
896-75286,1998-05-05,6642,RGC,PR,@ 0800,
896-75286,1998-05-05,7040,SWL,PR ,@ 1003,
896-75286,1998-05-12,6642,JSK,PR,@ 943,
896-75286,1998-05-11,6642,SWL,PR,@ 1220,
896-75286,1998-05-22,6742,SWL,PR,@ 1115,
896-75286,1998-06-02,6642,EMS,female flushed off nest,@ 900,
896-75286,1998-06-05,6642,EMS,female alone in uplands,@ 1023,
896-75288,1995-07-21,pd 50,VL,7 Ib-c's,@ 0920,
896-75288,1995-07-24,pd 50,JC,9 Ic's,@ 1230,
896-75288,NA,NA,NA,NA,See brood observations 1995,
896-75288,1995-07-28,pd 50,RTC et al ,1 - female IC,STD3306 brood drive,
896-75288,1995-08-16,pd 50,JC,II A male,STD3303 baittrap,
896-75288,1995-08-17,pd 50,JC,II B female,STD3306 baittrap,
896-75288,1995-08-19,pd 50,JC,II B female ,STD3305 baittrap,
896-75288,1995-08-23,pd 50 ,JC,IIB female,STD3308 baittrap,
896-75292,1995-07-16,NE of pd 5056,KLH,10 Ib's ,NA,
896-75292,1995-07-22,NE of pd 5056,VL,10 Ib-c ,@ 1435,
896-75292,1996-07-26,NE of pd 5056,JC,10 Ic's ,@ 1330,
896-75292,1995-08-23,pd 4857,SWL,flew off w other tagged female,NA,
896-75292,NA,NA,NA,NA,See brood observations 95,
896-75292,1997-05-24,pd 5338,"JJK, SWL",PR,NA,
896-75291,1995-08-06,"same loc as 3.024, pd SW of Labreques",SWL,alone,@ 1812,
896-75291,1995-08-03,"same loc as 3.024, pd SW of Labreques",STR ,4 IIA ,@ 1510 Full,
896-75291,NA,NA,NA,NA,See brood observations 95,
896-75291,1996-05-09,large pond along road SW Labreque's,JC,paired,@ 1230,
896-75291,1996-05-10,large pond along road SW Labreque's,JC,pr. ,@ 1115,
896-75291,1996-05-15,large pond along road SW Labreque's,VL,paired,@ 1620,
896-75291,1996-07-14,nest 291,NA,4 hatch,NA,
896-75291,1996-08-01,pd 4336,MG,2 IIa,@ 1400,
896-75291,1996-08-13,NW 4717,VL,No brood,@ 1020,
896-75291,NA,NA,NA,NA,See brood obs 96,
896-75291,1997-05-02,pd 25,"SWL, JJk",PR,@ 1057,
896-75291,1997-07-09,nest 576 N of quanset,NA,9 eggs depred?,no radio,
896-75291,1998-05-08,1st pd NE of pd 4717,JJK ,PR,@ 1336 UG,
896-75291,1998-06-16,N112,NA,caught on nest,NA,
896-75291,1998-07-06,N112,SWL,w 8 Ia's,"hatched 8, 0 tagged",
896-75291,1998-07-06,pd 26,RGC,w 8 Ia's,NA,
896-75291,1998-07-29,1 pd SE of 4336,SWL,11 IIa's ,@ 1004,
896-75291,2000-05-19,4717,RGC,PR,@ 1430 Excellent ,
896-75291,2000-05-24,2 pd S of Renevesreqe,"PC, KWD",Pr ,@ 0704 VG,
896-75291,2000-05-29,4717,KWD,Pr,@ 1120 VG *sticky note: off area in 2000 entered!,
896-75293,1995-08-01,pd 66,SWL,"no ducklings, female PR (Brood never seen)",NA,
896-75293,NA,NA,NA,NA,See brood obs 95,
896-75293,1996-05-29,pd 5338,MG,paired,NA,
896-75293,1996-06-10,pd 5338,VL,paired,10:27,
896-75293,1996-06-21,pd 5338,STR,PR,1040,
896-75293,1996-06-23,5338,SWL,paired,1610,
896-75293,1996-06-17,pd 5338,SWL,PR,@ 1730,
896-75293,1996-07-18,nest 432,NA,9 hatched,NA,
896-75293,1996-08-19,pd 79 E,VL,w 9 IIb,@ 1116,
896-75293,NA,NA,NA,NA,See brood obs 96,
896-75293,1996-07-19,Nest 432,NA,9 hatch presumably,NA,
896-75294,1995-07-14,nest 231,JC,female abandoned nest,NA,
896-75294,1995-07-21,1/4 mi W of Labreques,RW,female alone,@ 1130,
896-75294,NA,NA,NA,NA,See brood obs 95,
896-75294,1996-07-12,pd 67,ALF,female alone,@ 1904,
896-75294,1996-07-15,pd 67,STR,PR,@ 1558,
896-75294,1996-07-24,pd 66 ,STR,PR,@ 1710,
896-75294,1996-07-25,SW of Labreques,STR,PR,@ 1620,
896-75294,1997-05-09,pd 6751,"SWL, JJK",PR,@ a.m.,
896-75294,1997-07-09,pd 6642,RGC,female with GADW yellow triangle PK triangle,@ 1710,
896-75294,1997-07-14,nest 506 N of pd 90,NA,hatched 5 ,no radio,
896-75294,1997-07-23,pd 90,STR,1 - Ia,@ 0920,
896-75294,1997-07-28,pd 90,STR,1- Ib,@ 0950,
896-75294,1997-08-11,pd 90,STR,1- IIb,@ 0935,
896-75294,1997-06-04,pd - ,SWL,PR ,@ 0923,
896-75294,1997-04-28,pd W of 6136,RGC,PR,@ 0845,
896-75294,1998-05-09,"W of 6136, E of 5335",SWL,PR ,@ 1930,
896-75294,1998-07-16,N393,NA,caught on nest,NA,
896-75294,1998-07-20,N393,NA,Depredated/Abandoned,NA,
896-75295,1995-07-16,Nest S pd 50,RGC,female abandoned nest,NA,
896-75295,1995-07-22,pd 79 E,VL,female alone,NA,
896-75295,NA,NA,NA,NA,See brood obs 95,
896-75295,1996-05-10,SW of National sign (South end),JWC,paired,@ 1210,
896-75295,1996-05-30,pd 50,MG,paired,@ 1003,
896-75295,1996-06-06,pd 50,VL,NA,flushed from nest 131 @ 9:34,
896-75295,1996-07-03,Nest 131,NA,11 hatch,NA,
896-75295,NA,NA,NA,NA,See brood obs 96,
896-75295,1996-08-05,pd 50,MG,w 11 IIb ,@ 1630,
896-75295,1996-11-14,NA,NA,NA,Cameron NWR Louisiana female shot (nasal tags attached) -Implant recovered -Mauser NOT attached,
896-75299,1995-07-16,nest 240,"LQA, VL, JC",cont',NA,
896-75299,1995-08-03,Large wetland SW of Nothern Bouissierre's residence (NE side N pf study area),SWL,4 Ic's,@ 1443,
896-75299,1996-05-15,Lg pd SW of North Bouisierre's Res,SWL,PR,@ 1755,
896-75299,1996-07-23,Nest 395/96,NA,Nest,10 hatch,
896-75299,1996-08-23,1st pd W of 6662,VL,w 9 IIB,@ 1100,
896-75299,NA,NA,NA,NA,See brood obs 96,
896-75300,1995-07-22,pd 25,VL,7 Ia-b's,NA,
896-75300,1995-07-28,pd 25,JC,5 Ic's,NA,
896-75303,1995-07-17,Nest 285,"LQA, SWL",cont',3 yr,
896-75303,1995-07-19,Nest 285,VL,female DEAD Post Surgery,Sticky note: Not entered!,
896-75304,1995-07-17,Nest 302,"KLH, STR",cont',NA,
896-75304,1995-07-28,Arthur's big pd,JC,8 Ia's ,NA,
896-75304,1995-08-06,"SW of Lebreque's, same pd as 3.024",NA,acting broody,"Caught webtagged 3 IIA's (2 female, 1 male) in baittraps Aug 28-31/95",
896-75304,1995-08-10,S of Arthur's House,STR,11 IIB's,NA,
896-75304,1995-08-12,SW of Lebreque's same as 3.024,STR,8 IIA's,NA,
896-75305,1995-07-18,Nest 308,"SWL, RW, KLH, STR",cont',Depredated,
896-75305,1996-05-15,pd west of Lebreques,VL,paired,@ 1630,
896-75305,2000-01-08,NA,NA,NA,"Grant County, Washington. *Sticky note: Resight 96 Not entered SWL 99",
896-75306,1995-07-19,Nest 274,NA,cont',NA,
896-75306,1995-08-06,"SW of Lebreques, LOC same as freq, 3.024",SWL,alone,@ 1812,
896-75306,1996-08-04,pd 65,SF,w 4 IB's,See brn triangle wht y 95 questionable *Sticky note: Resight 96 Not entered SWL 99,
896-75307,1995-07-21,Nest,"VL, KLH",cont',NA,
896-75307,1995-08-03,SW of Lebreques,STR,Broody,@ 1510,
896-75307,1995-08-06,"Same as freq, 3.024",SWL,7 Ic's,@ 1812,
896-75308,1995-07-22,Nest 252,"VL, RW",cont',NA,
896-75308,1995-08-10,S of Arthur's House,STR,12 IIB's,NA,
896-75308,1995-08-15,S of Arthur's House,STR,8 IIA's,NA,
896-75308,1996-05-30,pd 65,STR,PR,@ 1355,
896-75308,1996-07-24,pd 4634,STR,w 5 Ib,@ 1800,
896-75308,1996-08-08,pd 4332,MG,w 7 IIB,NA,
896-75308,1997-05-06,1/8 mi N of farmhouse (S of Arthur's),SWL,PR,@ 1750,
896-75308,1997-05-13,1/8 mi N of farmhouse (S of Arthur's),SWL,PR,@ 1745,
896-75308,1997-05-14,1/8 mi N of farmhouse (S of Arthur's),SWL,PR,4:45,
896-75308,1997-05-23,pd 65,MG,paired,NA,
896-75309,1995-07-25,Nest 249,NA,cont',NA,
896-75309,1998-06-02,7040,RGC,PR,@ 930 (only a farsighting) *Sticky note: 98 resight not entered SWL 99,
896-75349,NA,NA,NA,NA,Sticky note: Deleted marked off area! SWL 99,
896-75351,1996-08-04,pd 65,SF,w 4 IAs,questionable org triangle wt y see 95 *sticky note: Deleted marked off area! SWL 99,
896-75351,1996-08-19,pd 70,SWL,female alone,@ 1103,
686-13932,NA,NA,NA,NA,sticky note: Not entered off area SWL 99,
896-75287,1995-07-12,"N of Arthur's, SW of old house",STR,female Found DEAD,sticky note: entered barely off area SWL 99,
896-75287,NA,NA,NA,NA,See brood obs 95,
686-13916,1995-07-07,pd SE of Arthur's,KLH,9 IA,NA,
686-13916,1995-07-12,pd SE of Arthur's,VL,"no ducklings, female alone",NA,
686-13916,1995-07-17,"pd SE of Arthur's, E shore",RW,female Found DEAD,NA,
686-13916,NA,NA,NA,NA,See brood obs 95 *sticky note: not entered off area SWL 99,
686-13935,1996-06-30,Nest,NA,12 pipped,NA,
686-13935,1996-08-08,pd 79 E,MG,w 10 IIc ,@ 1044,
686-13935,NA,NA,NA,NA,See brood obs 96,
686-13935,1997-07-28,pd 6136,STR,w 11 IIa,@ 1240,
686-13935,1997-08-04,pd 67,STR,alone,@ 1350,
686-13937,1996-07-15,Nest 354,JM,11 hatch,NA,
686-13937,1996-08-13,1 pd N of 5258,SWL,9 IIa,@ 1030,
686-13937,NA,NA,NA,NA,See brood obs 96,
686-13937,1997-05-09,124,"SWL, PCG",PR,@ 1015 ? could be pink triangle,
686-13937,1997-07-15,pd 4156 Skomar's pd,JJK,w 10 Ia-Ib's,@  0730,
686-13937,1997-07-28,pd 4156 Skomar's pd,MG,w 9 IIa ,NA,
686-13937,1998-04-28,skomars,BB ,PR,morning,
686-13937,1998-05-08,skomars,EMS,PR,630,
686-13937,1998-05-08,skomars,SWL,PR,@ 1038 100% righting,
686-13937,1998-05-22,skomar,SWL,PR,@ 929,
686-13937,1998-07-09,N 302,NA,Captured on Nest,NA,
686-13937,1998-07-16,N 302,Follow up EMS,"5 hat, 5 tagged",NA,
686-13937,1998-07-28,pd 25,JJK,4 Ib's,@ 1315,
686-13937,1998-07-29,pd 25,BBB,4 Ib's,@ 0820,
686-13937,1999-05-27,pd 1 N,SWL,PR,NA,
686-13937,1999-06-11,pd 26 ,"SWL, PAL",Pr,@ 0922,
686-13937,2000-06-02,South of 5164,KWD,Pr,@ 1345 exc.,
686-13937,2000-06-05,Just South of 5164,KWD,Pr ,@ 1230 VG,
686-13937,2000-06-02,Near 5164,KWD,Pr ,excellent *sticky note: off area entered 2000,
686-13938,1996-07-15,nest 282,NA,5 hatch,NA,
686-13938,1996-07-26,pd 4327,VL,radio Loc ,@ 1640,
686-13939,1996-07-14,Nest 449,NA,10 hatch,NA,
686-13939,1996-07-24,pd 4634,STR,w 11 Ib,@ 1800,
686-13940,1996-07-28,pd 25,MG,17 IB-C,NA,
686-13940,1996-08-04,pd 25,SF,17 IC's,@ 1421,
686-13940,1996-08-05,pd 25,MG,17 II A,@ 1700,
686-13940,1996-08-16,pd 65,JM,4 IIA,@ 1150,
686-13940,1996-08-21,pd 25,MG,14 IIC,NA,
686-13940,1996-07-13,nest,NA,10 hatch,NA,
686-13940,1997-07-11,pd 27,RGC,PR,@ 1800,
686-13940,1998-05-09,pd 5335,SWL,PR ,@ 1845,
686-13940,1998-05-22,pd 27,JGS,PR ,@ 1015,
686-13940,1998-05-29,pd 27,JJK,PR,@ 955,
686-13940,1998-06-22,N 261,NA,Hen caught on nest,NA,
686-13940,1998-07-02,N 261,RGC,"12 hatched, 11 tagged",Follow up,
686-13940,1998-07-29,5335,SWL,11 IIb's,@ 0814,
686-13940,1999-04-26,pd 25,KDW,PR,@ 1800 Rt. color?,
686-13940,1999-04-27,pd 27,RGC ,PR,@ 0945 Exc. ,
686-13940,1999-05-02,pd 27,SWL,PR ,@ 1837,
686-13940,1999-05-05,27,RGC,PR,NA,
686-13940,2000-05-08,5338,BBB/BAP,PR,@ 1515,
686-13940,2000-05-12,5338,BAP,PR,@ 0750 VG,
686-13940,2000-05-12,5338,KWD,PR ,@ 1342 G ,
686-13940,2000-05-13,pd 5338,RGC,Pr,"@ 16:40, VG",
686-13940,2000-05-18,pd 5338,RGC,Pr,after 11,
686-13940,2000-06-05,pd 5338,KWD,Pr,@ 1355,
686-13941,1996-07-15,nest ,NA,9 hatch,NA,
686-13941,1996-08-16,pd 6954,SF,7 IIb ,@ 1336,
686-13941,NA,NA,NA,NA,See brood obs 96,
686-13941,1997-05-22,pd 1 ,"SWL, RGC",PR,@ 0903,
686-13941,1997-07-09,pd 140,MG,w 9 Ia,NA,
686-13941,1997-07-12,pd 6753,JJK,w 9 IIa ,"*arrow from w 9 IIa to ""?""",
686-13941,1997-07-14,pd 140,EMS,w 9 Ib's or c's ,NA,
686-13941,1997-07-21,pd 1255,STR,w 9 Ic,@ 0905,
686-13941,1997-08-11,pd 6751,MG,w 9 IIb/c,NA,
686-13941,1997-07-19,pd 1255,SWL,w 9 Ic,@ 958,
686-13941,1997-07-31,pd 6753,STR,w 9 IIa ,@ 1540,
686-13941,1997-8-23,pd 79 E,STR,female flushed with flock ,@ 1130,
686-13941,1997-08-05,pd 6751,SWL,w 9IIa,@ 1219,
686-13941,1997-08-06,pd 6751,SWL,w 7 IIa,@ 0944 *sticky note: 97 update Brood re-use?,
686-13942,1996-07-16,nest ,NA,8 membranes,NA,
686-13942,1996-07-22,pd 76,SF,w 8 IA-B,@ 1112,
686-13942,1996-07-24,?,MG,w 8 IA,NA,
686-13942,1996-07-25,pd 79 E,STR,w 8 IA,@ 1515,
686-13942,1996-07-28,pd 79 E,MG,w 8 IC ,@ 0900,
686-13942,1996-07-29,pd 79 E,VL,w 7 IC,NA,
686-13942,1996-08-03,pd 79 W,VL,w 8 IC ,NA,
686-13942,1998-06-02,5338,RGC/JJK,PR,@ 1015,
686-13942,1998-07-16,N 348,NA,caught on nest ,NA,
686-13942,1998-07-20,N 348,NA,depredated ,NA,
686-13943,1996-07-22,pd 76,STR,W 11 Ib,@ 1130,
686-13943,1996-07-28,pd 79 E,MG,? Ic's,NA,
686-13943,1996-07-25,pd 79 E,STR,w 11 Ib,@ 1515,
686-13943,1996-07-28,pd 79 E,VL,w 11 Ib,@ 1739,
686-13943,1996-07-29,pd 79 E,VL,w 11 Ib ,NA,
686-13943,1996-08-03,pd 79 E,VL,w 11 Ic,NA,
686-13943,1996-07-14,nest,NA,11 hatch,NA,
686-13943,1997-07-10,pd 1 ,JJK,PR,@ 1530,
686-13943,1997 (no date given),"Whitewater Lake, Manitoba",NA,NA,Botulism,
686-13943,NA,NA,NA,NA,sticky note: banding headquarters? Email sent to Ron Bazon Dec 9/98 for recovery date (never reused data),
686-13944,1996-07-30,pd 65,MG,w 4 IA,NA,
686-13944,1996-08-03,pd 65,SF,w 4 IA,@ 1110,
686-13944,1996-08-01,pd 65,MG,w 4 IA-IB,NA,
686-13944,1996-08-11,?,NA,w 4 IC,NA,
686-13944,1996-07-29,pd 65,SWL,w 4 IC,@ 1625,
686-13944,1996-08-09,pd 65,SWL,w 4 II@,@ 1640,
686-13944,1996-08-16,PD 65,SWL,female alone,@ 1543,
686-13944,1996-07-28,pd 65,VL,w 3 Ia's,@ 1646,
686-13944,1996-07-24,nest,NA,5 hatch,NA,
686-13944,1997-05-09,pd 124,SWL,PR,@ 1012 could be violet triangle,
686-13945,1996-07-18,nest,STR,depred.,NA,
686-13946,1996-07-22,nest 294,SF,5 hatched,NA,
686-13946,1996-08-22,pd 65,MG,5 IIb,@ 1130,
686-13946,NA,NA,NA,NA,See brood obs 96,
686-13947,1996-07-19,NA,NA,6 hatch possibly,NA,
686-13947,1997-05-23,pd 65,RGC,PR,@ 1700,
686-13947,1997-05-26,pd 65,KLG,alone,NA,
686-13947,1997-06-02,pd 65,SWL,PR,@ 10:09,
686-13947,1997-06-09,pd 65,GP,PR,@ 1347,
686-13947,1997-06-11,pd 65,RDT,PR,@ 1715 ,
686-13947,1997-06-28,pd 65,RGC,PR,@ 1515,
686-13947,1997-06-29,pd 65,SWL,PR,@ 1840,
686-13947,1997-07-27,pd 65,SWL,alone,@ 1543,
686-13948,1995-07-17,NA,NA,NA,sitcky note: mother found dead 17 Jul/95 Brood survival dataset?,
686-13949,1996-07-28,nest,NA,9 hatch,NA,
686-13950,1996-07-23,nest,NA,9 or 10 of 11 hatch,NA,
686-13950,1996-08-16,pd 6954,SF,11 IIa,@ 1155,
686-13950,1997-08-06,pd 8143,STR,w 4 IIb ,@ 1230 VG,
686-13950,NA,NA,NA,NA,"See brood obs 96, *sticky note: not entered off area resighting SWL 99",
686-13952,1996-07-20,nest,NA,11 hatch,NA,
686-13952,1996-08-22,pd 65,SWL,11 IIb,@ morn,
686-13952,NA,NA,NA,NA,see brood obs 96,
686-13952,1997-06-27,N 314,SWL,on nest ,captured and radioed Mauser 3169,
686-13952,NA,NA,NA,NA,see brood obs 97,
686-13952,1997-08-06,pd 5338,STR,w 10 IIb ,@ 0925,
686-13952,1997-08-23,pd 79 E ,STR,flushed with flock,@ 1130,
686-13953,1996-07-21,nest,NA,3 of 4 web tagged ducklings dead in eggs,NA,
686-13954,1996-07-20,pd 6954,MG,unk,NA,
686-13954,1996-07-22,1st pd; Nest,NA,11 hatch,NA,
686-13954,1996-08-18,E of pd 94,SWL,w 8 IIa,@ 1540,
686-13954,1997-06-28,pd 65,SWL,PR ,@ 1734,
686-13954,1997-07-10,pd ?,KLG,female alone,@ 6:35,
686-13954,1997-07-28,2 pds N of 7044,MG,w 7 Ib,NA,
686-13954,1997-08-08,1 pd E of pd 94,MG,w 7 IIa-b,NA,
686-13954,1997-11-25,"Holly Beach, Louisiana",NA,female shot ,NA,
686-13955,1996-07-25,nest,NA,female found dead ,NA,
686-13955,NA,NA,NA,NA,See brood obs 96,
686-13956,1996-07-28,pd 25,MG,female alone,NA,
686-13956,1996-07-30,nest,NA,8 hatch,NA,
686-13957,1996-07-29,nest,NA,6 hatch,NA,
686-13957,1996-08-18,? pd 25,SF,6 IC,NA,
686-13957,1997-07-29,1st pd E of 7966,STR,w female N/t ,@ 2100,
686-13957,1999-05-12,pd 6954,SWL,PR,@ YW?,
686-13957,2000-05-02,pd 6954,RGC,NA,fair,
686-13957,2000-05-24,pd 6954,SWL,Pr,100% @ 0931,
686-13958,1996-08-01,NA,NA,10 hatch (visit),sitcky note: entered marekd just S of area SWL 99,
686-13959,1997-05-02,pd 66 (s),P. Shutter,2,NA,
686-13959,1997-05-02,pd 76,"JJK, SWL",2,@ 7:41,
686-13959,1997-06-16,pd 79 E,SWL,PR,@ 1726,
686-13960,1997-07-09,pd 79 E ,RGC,female alone,@ 1740,
686-13960,1998-07-22,pd 25,EMS,4 Ia-b's ,@ 1330,
686-13961,1997-05-28,pd 79,MG,PR,NA,
686-13961,1997-06-10,pd 67,JS,PR,@ 1755,
686-13961,1997-06-17,pd 67,SWL,PR,@ 1415,
686-13961,2000-05-18,6622,KWD,Pr,@ 2012 VG-G,
686-13961,2000-05-31,pd 6622,KWD,Pr,@ 1410 100%,
686-13961,2000-06-01,pd 6622,KWD,Pr,@ 1412 good,
686-13961,2000-07-10,N223,RGC/CAG,9 eggs tapping,NA,
686-13961,2000-07-11,pd 5338,RGC,starred 9 eggs,@ 1450 Flushed from nest VG,
686-13961,2000-07-13,N223,BBB,(complete) hatch ,@ 1055,
686-13963,1996-08-28,NA,NA,NA,NA,
686-13965,1996-09-17,pd 79 E,RGC,w 4 other GADW,@ 1348,
686-13965,1999-05-12,pd 7040,SWL,PR,@ 1156 *sticky note: marked off area entered SWL 99,
1056-37162,2000-05-31,"In field N of pd 28, E end of pd 29",BBB,PR,@ 0810 excellent,
1056-37162,2000-07-12,"N of pd 3, N229",BBB/CAG/BAP *Mist net,Inc- 10-12 d,Remove tags lost leg band. New band: 1056-37162 (was 686-13969). *sticky note: Kevin; Tags removed in 2000,
686-13971,1997-01-04,"Conway, Arkansas",NA,Shot,NA,
686-13974,1997-07-05,nest,RGC/EMS,Dep.,NA,
686-13974,1998-05-05,pd 66,JJK,PR,@ 820 (doublecheck),
686-13974,1998-05-12,pd 1 W,SWL,PR,@ 0950,
686-13974,1998-05-12,pd 1 W,JGS,PR ,@ 1015,
686-13974,1998-05-19,pd 1 ,RGC,PR,@ 1430,
686-13974,1998-05-22,pd,JJK,PR,@ 0915,
686-13981,NA,NA,NA,NA,See brood obs 1997 freq. 3.222,
686-13981,1997-06-30,nest,RGC,9 hatch,@ 1100,
686-13981,1997-07-30,1/2 mile N of trailer E of road @ 1/2 section line,MG,w 8 IIb,@ 1930,
686-13981,1998-05-05,pd 4857,SWL,PR,@ 0833,
686-13981,1998-05-08,Stomar's,SWL,PR,@ 1034 V. good,
686-13981,1998-05-12,4857,JJK,PR,@ 735,
686-13981,1998-05-22,4857,SWL,PR ,@ 0804,
686-13981,1998-06-02,1,JGS,PR,@ 930,
686-13981,1998-06-05,4857,SWL,PR,@ 1255,
686-13981,1998-06-10,4857,SWL,PR,@ 1538,
