band_num,date_resighted,original_location_description,general_location,exact_location,status,comments
1107-16303,1993-04-30,P1,NWA,pond 1,Paired,N/A
1107-16303,1993-05-08,N11,NWA,unknown,11 eggs,N/A
1107-16303,1993-05-17,N11,NWA,unknown,"""Additivisit""",N/A
1107-16303,1993-05-24,N11,NWA,unknown,"""Additivisit""",N/A
1107-16303,1993-05-27,N11,NWA,unknown,"""Additivisit""",N/A
1107-16303,1993-05-29,N11,NWA,unknown,Pipped,N/A
1107-16303,1993-06-01,N11,NWA,unknown,hatched+gone,all 11 hatched
1107-16303,1994-05-11,E. side Island,NWA,unknown,on nest,N/A
1107-16308,1993-05-08,N09,NWA,unknown,on nest,9 eggs
1107-16308,1993-05-14,n09,NWA,unknown,on nest,"""Additivisit"""
1107-16308,1993-05-19,n09,NWA,unknown,on nest,"""Additivisit"""
1107-16308,1993-05-22,n09,NWA,unknown,on nest,"""Additivisit"""
1107-16308,1993-05-24,n09,NWA,unknown,no female,female returned after 22/5 but eggs cold
1107-16308,1993-05-25,n09,NWA,unknown,eggs cold,female killed?
1107-16312,1993-04-26,p1,NWA,pond 1,Paired,N/A
1107-16312,1993-05-14,p6,NWA,pond 6,Paired,N/A
1107-16312,1993-04-28,1530,NWA,unknown,Paired,N/A
1107-16320,1993-05-17,n12,NWA,unknown,9 eggs,N/A
1107-16320,1993-05-28,n12,NWA,unknown,"""Additivisit""",N/A
1107-16320,1993-06-10,n12,NWA,unknown,Pipped,N/A
1107-16320,1993-06-14,n12,NWA,unknown,hatched,* looks like one didn't hatch + may have been eaten
1107-16321,1993-06-16,n79,NWA,unknown,on nest,9 eggs
1107-16321,1993-06-08,n79,NWA,unknown,on nest,mist net
1107-16321,1993-06-16,n79,NWA,unknown,nest destroyed,N/A
1107-16322,1993-06-18,n72,NWA,unknown,on nest,8 eggs
1107-16322,1993-06-27,n72,NWA,unknown,on nest,8 eggs
1107-16322,1993-06-08,n72,NWA,unknown,on nest,trap set/duckling hatchig
1107-16322,1993-06-12,n72,NWA,unknown,hatched + gone,8 eggs (hatched)
1107-16322,1994-04-25,Pd1 N side of island,NWA,pond 1,Paired,"Shot January, 05 1995 Texas"
1107-16323,1994-05-24,W island,NWA,unknown,on nest,hatched - 1egg eaten at nest
1107-16323,1994-05-28,N11,NWA,unknown,N/A,N/A
1107-16323,1994-06-26,South of Pd 5338,NWA,unknown,4 III's,@1452
1107-16323,1995-04-21,Pd1 W Side,NWA,pond 1,PR,N/A
1107-16323,1995-04-23,Pd1 W Side,NWA,pond 1,PR,2 YRS
1107-16323,1995-04-23,Pd1 W Side,NWA,pond 1,PR,N/A
1107-16323,1995-05-20,Island Nest II 26,NWA,unknown,nesting 18d inc.,(Mauser 3007) island =~5m W of '94 nest site
1107-16323,1995-05-26,Pd 86,NWA,pond 8,Paired,@1330
1107-16323,1995-05-16,East side Pd1,NWA,pond 1,Female,@1421
1107-16323,1995-06-30,Pd90,NWA,pond 90,7 IIb's,@1740
1107-16323,1995-07-20,Pd90,NWA,pond 90,3 III,Full
1107-16323,1995-08-07,Pd7144,NWA,pond 71,2 male local,in baittrap STD 2977-78
1107-16323,1995-08-13,Pd7144,NWA,pond 71,III female,STD 2982 baittrap
1107-16323,1996-04-28,Pd01,NWA,unknown,n/A,paired
1107-16323,1996-06-02,N018 (w pd1),NWA,pond 1,7 hatched,N/A
1107-16323,1996-07-01,Pd90,NWA,pond 90,W 2IIc,@0915
1107-16324,1994-05-28,N3,NWA,unknown,hatched,all hatched - one may have been eaten
1107-16324,1995-04-19,N end Island,NWA,unknown,Pr.,N/A
1107-16324,1995-04-20,SW end Pd1,NWA,pond 1,Pr.,N/A
1107-16324,1995-04-23,SE end Pd1,NWA,pond 1,Pr.,N/A
1107-16324,1995-04-25,S end Pd66,NWA,pond 66,Pr.,@1904
1107-16324,1995-05-01,N end Island,NWA,unknown,Paired,N/A
1107-16324,1995-05-20,Island N II 20,NWA,unknown,Nesting =~ 18d inc,N/A
1107-16324,1995-06-12,Pd1,NWA,pond 1,6 IC's,@0900
1107-16324,1995-06-17,Pd1,NWA,pond 1,6 IC's,@1115
1107-16324,1995-06-22,East Pd1,NWA,pond 1,6 IC's,@1862
1107-16324,1995-06-28,Pd1,NWA,pond 1,6 IIb's,full @0927
1107-16324,1995-07-04,Pd1,NWA,pond 1,6,@1200
1107-16324,1995-07-15,Pd1,NWA,pond 1,6 III's,@1330
1107-16324,1995-07-21,Pd1 w,NWA,pond 1,6 III,Full
1107-16324,1996-04-23,Pd1 N tip ISL,NWA,pond 1,Pair,N/A
1107-16324,1996-05-15,Pd1,NWA,pond 1,Pair,@1425
1107-16324,1996-05-18,1W,NWA,unknown,PR,@1452
1107-16324,1996-05-27,1W,NWA,unknown,PR,@1549
1107-16324,1996-07-02,Pd1 N west,NWA,pond 1,PR,@1500
1107-16324,1996-07-16,N share Isl,NWA,unknown,PR,@1251
1107-16324,1996-06-09,CW side Pd1,NWA,pond 1,PR,@1115   
1107-16324,1996-06-30,Pd20,NWA,pond 20,PR,@1741
1107-16324,1996-07-28,Pd67,NWA,pond 67,alone,@1620
1107-16324,1997-04-25,Pd1 N end,NWA,pond 1,PR,@1251
1107-16324,1997-05-22,N end in Pd1 uplands,NWA,pond 1,PR,@0900
1107-16324,1997-05-31,Pd1,NWA,pond 1,PR,@1119
1107-16324,1997-08-08,Pd96,NWA,pond 96,2Ia-b,N/A
1107-16324,1997-10-22,Pd1,NWA,pond 1,W 3 male,1 famele @1551
1107-16324,1997-11-06,Pd1,NWA,pond 1,PR,@1355
1107-16324,1994-05-27,Nest,NWA,unknown,N/A,N/A
1107-16324,1994-05-28,Pd125 N,NWA,pond 125,N/A,N/A
1107-16324,1994-05-29,Pd125 S,NWA,pond 125,N/A,N/A
1107-16324,1994-05-31,Pd125 S,NWA,pond 125,N/A,@1629
1107-16324,1994-06-01,Pd125 S,NWA,pond 125,N/A,@2005
1107-16324,1994-06-04,Pd125 S,NWA,pond 125,N/A,@1202
1107-16324,1994-06-05,Pd125 S,NWA,pond 125,N/A,@1001
1107-16324,1994-06-06,SE Pd125 S,NWA,pond 125,N/A,N/A
1107-16324,1994-06-07,Pd125 S OR N,NWA,pond 125,N/A,@1656
1107-16324,1994-06-08,Pd125 S OR N,NWA,pond 125,N/A,afternoon
1107-16324,1994-06-09,Pd125 S OR N,NWA,pond 125,N/A,morning
1107-16324,1994-06-09,Brood Pd125 - no sight,NWA,pond 125,N/A,N/A
1107-16324,1994-06-14,Pd125 N,NWA,pond 125,N/A,@1140
1107-16324,1994-06-14,Pd125 N,NWA,pond 125,N/A,@1626
1107-16324,1994-06-16,Pd125 N or S,NWA,pond 125,N/A,@1925
1107-16324,1994-06-17,Pd125 N or S,NWA,pond 125,N/A,morning
1107-16324,1994-06-18,Pd125 N,NWA,pond 125,N/A,@1845
1107-16324,1994-06-19,Pd125 N,NWA,pond 125,N/A,@1140
1107-16324,1994-06-21,S end Pd125,NWA,pond 125,N/A,@0950
1107-16324,1994-06-23,Pd125 N (0733-0909),NWA,pond 125,N/A,@0909
1107-16324,1994-06-23,Pd125 N,NWA,pond 125,N/A,@0950
1107-16324,1994-06-24,Pd125 N,NWA,pond 125,N/A,@1650
1107-16324,1994-06-30,E side Pd125 N,NWA,pond 125,N/A,@1638
1107-16324,1994-07-01,Pd125 N,NWA,pond 125,N/A,@1402
1107-16324,1994-07-02,Pd125 S,NWA,pond 125,N/A,@1324
1107-16324,1994-07-03,Pd124 (visual),NWA,pond 124,N/A,@1135
1107-16324,1994-07-04,Pd124,NWA,pond 124,N/A,@1815
1107-16324,1994-07-06,Pd124,NWA,pond 124,N/A,@930
1107-16324,1994-07-06,Pd124,NWA,pond 124,N/A,@0945-1145
1107-16324,1994-07-09,Pd97,NWA,pond 97,N/A,@1903
1107-16324,1994-07-15,NE end of Pd97,NWA,pond 97,N/A,@1535
1107-16324,1994-07-16,Pd97,NWA,pond 97,N/A,@1020
1107-16324,1994-07-20,E side Pd97,NWA,pond 97,N/A,@1640
1107-16324,1994-07-23,Pd97,NWA,pond 97,N/A,@1516
1107-16324,1994-07-24,Pd97,NWA,pond 97,N/A,@1324
1107-16325,1994-05-29,N17,NWA,unknown,hatched,2 - 3 hatched several eggs eaten at nest
1107-16325,1994-06-07,W of  Pd25,NWA,pond 25,N/A,@1600
1107-16325,1994-07-07,Pd25 vicinity,NWA,pond 25,N/A,@1512
1107-16325,1994-07-09,E of pd35 22m. E of nest II 17,NWA,pond 35,N/A,@1448
1107-16325,1994-07-10,E of pd35,NWA,pond 35,N/A,@1053-1200
1107-16325,1994-07-12,on nest E of pd35,NWA,pond 35,N/A,@1417
1107-16325,1994-07-13,on nest E of pd35,NWA,pond 35,N/A,@1130
1107-16325,1994-07-14,N of pd35,NWA,pond 35,N/A,@1632
1107-16325,1994-07-17,NE of pd35,NWA,pond 35,N/A,@1030
1107-16325,1994-07-19,NE of pd35,NWA,pond 35,N/A,@1035
1107-16325,1994-07-21,ON NEST,NWA,unknown,N/A,@1520
1107-16325,1994-07-22,ON NEST,NWA,unknown,N/A,@1550
1107-16325,1994-07-23,ON NEST,NWA,unknown,N/A,@1458
1107-16325,1994-07-24,ON NEST,NWA,unknown,N/A,@1100
1107-16325,1994-07-25,NEST AREA,NWA,unknown,N/A,@1254
1107-16325,1994-07-26,NEST AREA,NWA,unknown,N/A,@1213
1107-16325,1994-07-27,pd35 alone,NWA,pond 35,visual,@1420
1107-16325,1994-07-28,NEST AREA,NWA,unknown,N/A,@1052
1107-16325,1994-07-28,pd26,NWA,pond 26,N/A,@1415
1107-16325,1994-07-29,NE of pd35 (ON NEST),NWA,pond 35,N/A,@1158
1107-16325,1994-07-29,NE of pd35 (ON NEST),NWA,pond 35,N/A,@1800
1107-16325,1994-07-31,on SE end Pd26,NWA,pond 26,N/A,@1900
1107-16325,1994-08-01,Midway between PD67+66,NWA,pond 67,N/A,@1345
1107-16325,1994-08-02,Pd67,NWA,pond 67,N/A,@0800
1107-16325,1994-08-02,Pd67,NWA,pond 67,N/A,@1230-1400
1107-16325,1994-08-03,SE Pd67,NWA,pond 67,N/A,@1050
1107-16325,1994-08-04,SW Pd67,NWA,pond 67,N/A,@1815
1107-16325,1994-08-07,SE Pd67,NWA,pond 67,N/A,@1138
1107-16325,1994-08-08,S end Pd67 (possiby in uplands),NWA,pond 67,N/A,@1044
1107-16325,1994-08-09,S end Pd67,NWA,pond 67,N/A,@1137
1107-16325,1994-08-09,N end Pd67,NWA,pond 67,N/A,@1216
1107-16325,1994-08-12,N end Pd67,NWA,pond 67,N/A,@1158
1107-16325,1994-08-13,Pd67,NWA,pond 67,N/A,AFTERNOON
1107-16325,1994-08-14,Pd67,NWA,pond 67,N/A,@1254
1107-16325,1994-08-15,Pd67,NWA,pond 67,N/A,@1446
1107-16325,1994-08-16,Pd67,NWA,pond 67,N/A,AFTERNOON
1107-16325,1994-08-18,Pd67 CW side,NWA,pond 67,N/A,@1345
1107-16325,1994-08-19,Pd67,NWA,pond 67,N/A,@1555
1107-16325,1994-08-20,Pd67,NWA,pond 67,N/A,@1451
1107-16325,1994-08-21,Pd67,NWA,pond 67,N/A,@1431
1107-16325,1994-08-23,Pd67,NWA,pond 67,N/A,@1130-1220
1107-16325,1994-08-24,Pd67,NWA,pond 67,N/A,N/A
1107-16325,1994-08-25,Pd67 SW end,NWA,pond 67,N/A,@1327
1107-16325,1994-08-29,Pd67 N end,NWA,pond 67,N/A,@1046
1107-16325,1994-08-31,Pd67 NE side,NWA,pond 67,N/A,@1551
1107-16325,1994-09-01,Pd67 NE side,NWA,pond 67,N/A,@1117
1107-16325,1994-09-02,Pd67 N,NWA,pond 67,N/A,@1218
1107-16325,1994-09-06,Pd67 CENTER,NWA,pond 67,N/A,@1522
1107-16325,1994-09-07,Pd67,NWA,pond 67,N/A,@1702
1107-16325,1994-09-08,Pd67,NWA,pond 67,N/A,@1702
1107-16326,1994-06-06,N62,NWA,unknown,Starred,N/A
1107-16326,1994-06-07,N62,NWA,unknown,Pipped,# = 9
1107-16326,1995-04-20,Pd1 N site,NWA,pond 1,3 male's,N/A
1107-16326,1995-04-25,N end Pd1,NWA,pond 1,PR,@1830
1107-16326,1995-04-26,S end island,NWA,unknown,Paired,N/A
1107-16326,1995-05-04,S end Pd1,NWA,pond 1,Pr,N/A
1107-16326,1995-05-19,East side Pd1,NWA,pond 1,Pair,@1445
1107-16326,1995-05-20,SE side Pd1,NWA,pond 1,Pair,@1000
1107-16326,1995-05-16,SW end of Pd1,NWA,pond 1,Pair,@1414
1107-16326,1995-05-25,Pd1,NWA,pond 1,Pair,@1634
1107-16326,1995-05-27,Pd1 S end,NWA,pond 1,Pr,@1030
1107-16326,1995-06-06,Pd1 ,NWA,pond 1,Pr,@1548
1107-16326,1995-06-26,N est 125,NWA,unknown,Trap,@?
1107-16326,1996-06-26,island,NWA,unknown,N/A,removed implant - hatched 1
1107-16326,1997-05-23,N146 island,NWA,unknown,incubating 9eggs,8 hatched
1107-16326,1997-07-23,Pd 90,NWA,pond 90,c4IIB's,N/A
1107-16326,1998-06-25,N 195 ISL,NWA,unknown,9 hatch,"Missing tagiing, Females lost nasal tags/replaced."
1107-16326,1994-06-04,NEST AREA,NWA,unknown,N/A,@1200
1107-16326,1994-06-05,on island,NWA,unknown,N/A,@1005
1107-16326,1994-06-06,Island,NWA,unknown,N/A,N/A
1107-16326,1994-06-07,Island,NWA,unknown,N/A,@1430
1107-16326,1994-06-08,Island,NWA,unknown,N/A,Mid afternoon
1107-16326,1994-06-09,Island,NWA,unknown,N/A,@0905
1107-16326,1994-06-14,SW end Island ,NWA,unknown,N/A,@1105
1107-16326,1994-06-16,SE Island,NWA,unknown,N/A,@1952
1107-16326,1994-06-17,NE end Pd1,NWA,pond 1,N/A,morning
1107-16326,1994-06-19,Just off the SE end of Island,NWA,unknown,N/A,@1105
1107-16326,1994-06-20,S end of Pd1,NWA,pond 1,N/A,@1700
1107-16326,1994-06-21,Pd1 SW end,NWA,pond 1,N/A,@0800
1107-16326,1994-06-23,Pd1 W end and SE side,NWA,pond 1,N/A,@1800-1930
1107-16326,1994-06-24,Pd1 NE side,NWA,pond 1,N/A,@16454
1107-16326,1994-06-25,Pd6? no sight,NWA,pond 6,N/A,@1735
1107-16326,1994-06-27,Pd1 central east side ,NWA,pond 1,N/A,@0923
1107-16326,1994-06-28,Pd1 NE side,NWA,pond 1,N/A,@0800
1107-16326,1994-06-30,NW side Pd1,NWA,pond 1,N/A,@1537
1107-16326,1994-07-01,E side Pd1,NWA,pond 1,N/A,@0901
1107-16326,1994-07-02,E side Pd1,NWA,pond 1,N/A,@1302
1107-16326,1994-07-03,SW side Pd1,NWA,pond 1,N/A,@1057
1107-16326,1994-07-04,SW side Pd1,NWA,pond 1,N/A,@1800
1107-16326,1994-07-07,E side Pd1,NWA,pond 1,N/A,@1602
1107-16326,1994-07-09,SW end Pd1,NWA,pond 1,N/A,N/A
1107-16326,1994-07-10,SE end Pd1,NWA,pond 1,N/A,N/A
1107-16326,1994-07-13,SE end Pd1,NWA,pond 1,N/A,@1307
1107-16326,1994-07-14,SE end Pd1,NWA,pond 1,N/A,@1339
1107-16326,1994-07-15,SW end Pd1,NWA,pond 1,N/A,@0845
1107-16326,1994-07-19,SW island,NWA,unknown,N/A,@0833
1107-16326,1994-07-28,Pd1 NE side,NWA,pond 1,N/A,@2030
1107-16326,1994-07-29,Pd1,NWA,pond 1,N/A,@0830
1107-16327,1994-07-10,N24 ISL,NWA,unknown,Cont...,Natal Nest #7 in 1991
1107-16327,1995-05-20,ISLA #25,NWA,unknown,Nesting =~ 18d inc,N/A
1107-16327,1995-08-04,Island Nest 27,NWA,unknown,Flushed her off via telemetry,N/A
1107-16327,1995-09-06,1/2 Mi SE Of Bouissiarie's,NWA,unknown,NO brood ever seen,N/A
1107-16327,1996-07-03,ISLAND Nest #36,NWA,unknown,N/a,Hatched
1107-16327,1996-07-25,Pd 6631,NWA,pond 66,w3 iii,@1450
1107-16327,1997-06-24,Nest,NWA,unknown,Female ID,@0.5 (did not flush)
1107-16327,1994-06-17,Pd105 watched from 1445-1615,NWA,pond 105,N/A,@1528
1107-16327,1994-06-22,field feeding 2 male following her,NWA,unknown,N/A,@0913
1107-16327,1994-06-25,N. labe* of Pd N of 6642,NWA,unknown,N/A,@1407 *labe? lake??
1107-16327,1994-06-25,No sighting Pd N of 6642,NWA,NA,N/A,@1615-1710
1107-16327,1994-06-25,2 Pd N of Pd 6642,NWA,unknown,N/A,@1911
1107-16327,1994-06-27,SE of area,NWA,unknown,N/A,@0959
1107-16327,1994-07-01,W side of road in 2nd pd S house S of skunk pens,NWA,unknown,N/A,@1500
1107-16327,1994-07-02,W side of road in 2nd pd S house S of skunk pens,NWA,unknown,N/A,@1453
1107-16327,1994-07-03,W side of road in 2nd pd S house S of skunk pens,NWA,unknown,N/A,@1345
1107-16327,1994-07-04,E side of road in 2nd pd S house S of skunk pens,NWA,unknown,N/A,@1650
1107-16327,1994-07-07,E side of road in 2nd pd S house S of skunk pens,NWA,unknown,N/A,@1540
1107-16327,1994-07-09,S of Bouissier's Farm W side road,NWA,unknown,N/A,@1845
1107-16327,1994-07-10,S of Bouissier's Farm W side road,NWA,unknown,N/A,@1210
1107-16327,1994-07-12,S of Bouissier's Farm W side road,NWA,unknown,N/A,N/A
1107-16327,1994-07-13,S of Bouissier's Farm W side road,NWA,unknown,N/A,@0204
1107-16327,1994-07-14,S of Bouissier's Farm W side road,NWA,unknown,N/A,@1512
1107-16327,1994-07-16,E side road Bouissieres SE,NWA,unknown,N/A,@1041
1107-16327,1994-07-19,Weak signal SE of SE corner of study area,NWA,unknown,N/A,@1100
1107-16327,1994-07-23,S of Bouissier's on E side road,NWA,unknown,N/A,@1215
1107-16327,1994-07-25,S of Bouissier's on E side road,NWA,unknown,N/A,N/A
1107-16327,1994-07-25,E of Bouissier's on E side road (not sure where),NWA,unknown,N/A,N/A
1107-16327,1994-07-26,E of Bouissier's on E side road (not sure where),NWA,unknown,N/A,N/A
1107-16327,1994-07-29,E of Bouissier's on E side road (not sure where),NWA,unknown,N/A,@1635
1107-16328,1997-06-24,N330,NWA,unknown,Femae I.D,@ 0.5M (did nor flush
1107-16328,1995-04-20,Skomars Pond,NWA,unknown,Paired,@1850
1107-16328,1995-04-24,Skomars Pond,NWA,unknown,Paired,@1639
1107-16328,1995-05-10,Pd20,NWA,pond 20,Paired,@1140
1107-16328,1995-05-16,Pd20,NWA,pond 20,Paired,@1228
1107-16328,1995-05-19,Pd20,NWA,pond 20,Paired,N/A
1107-16328,1995-05-22,Pd20,NWA,pond 20,Paired,@1245
1107-16328,1995-05-30,Pd20,NWA,pond 20,Paired,@1620
1107-16328,1995-06-07,Pd20,NWA,pond 20,Paired,@1537
1107-16328,1995-06-18,Pd20,NWA,pond 20,Paired,@0911
1107-16328,1995-06-20,Pd20,NWA,pond 20,Paired,@1054
1107-16328,1995-06-21,Pd20,NWA,pond 20,Paired,@1620
1107-16328,1995-06-22,Pd20,NWA,pond 20,Paired,@1015
1107-16328,1995-06-24,feild by 5056,NWA,unknown,Paired,@0955
1107-16328,1995-07-03,W Pd28,NWA,pond 28,N263,See nest 279
1107-16328,1995-06-26,Pd20,NWA,pond 20,Paired,@1733
1107-16328,1995-07-22,E Pd26,NWA,pond 26,N/A,@1350 on nest 279
1107-16328,1995-07-24,Pd26,NWA,pond 26,>=6IA,@1653
1107-16328,1995-08-04,Skomars Pd,NWA,unknown,>=2,partial
1107-16328,1995-09-01,Skomars Pd,NWA,unknown,N/A,Female found dead
1107-16328,1995-09-01,Skomars Pd,NWA,unknown,STD 3538,Found dead
1107-16328,1994-06-20,10 m. E swallow box 110 SW Pd 20 W,NWA,pond 20,N/A,@2100
1107-16328,1994-06-25,S of Pd26 near road,NWA,pond 26,N/A,@1440
1107-16328,1994-06-27,Pd25,NWA,pond 25,N/A,@0947
1107-16328,1994-06-30,Pd25,NWA,pond 25,N/A,@1755
1107-16328,1994-07-01,Pd N of NWA N of saptives ,NWA,unknown,N/A,@1428
1107-16328,1994-07-02,Pd N of NWA N of saptives ,NWA,unknown,N/A,@1351
1107-16328,1994-07-03,Pd N of NWA N of saptives ,NWA,unknown,N/A,@1255
1107-16328,1994-07-04,Pd N of NWA N of saptives ,NWA,unknown,N/A,@1730
1107-16328,1994-07-07,Pd N of NWA N of saptives ,NWA,unknown,N/A,@1501
1107-16328,1994-07-09,Pd N of duck pen,NWA,unknown,N/A,@1751
1107-16328,1994-07-10,Pd N of duck pen,NWA,unknown,N/A,@1043 *Note* South mall female?? with 8 class tags
1107-16328,1994-07-14,Pd N of duck pen,NWA,unknown,N/A,@1641
1107-16328,1994-07-15,Pd N of duck pen,NWA,unknown,N/A,@1720
1107-16328,1994-07-18,Pd N of duck pen,NWA,unknown,N/A,@1058
1107-16328,1994-07-19,Pd N of duck pen,NWA,unknown,N/A,@1015
1107-16328,1994-07-20,Pd N of duck pen,NWA,unknown,N/A,@1615
1107-16328,1994-07-21,Pd N of duck pen,NWA,unknown,N/A,@1335
1107-16328,1994-07-21,NW finger* visual of pd N of duck pen,NWA,unknown,N/A,@1500
1107-16328,1994-07-23,SW corner of pd N of duck pen,NWA,unknown,N/A,@1453
1107-16328,1994-07-25,Central Pd N of duck pen,NWA,unknown,N/A,@1507
1107-16328,1994-07-17,NW duck pen,NWA,unknown,N/A,@1511
1107-16328,1994-07-30,SW corner of large Pd N of captives ,NWA,unknown,N/A,@1205
1107-16328,1994-07-31,SW corner of large Pd N of captives ,NWA,unknown,N/A,@1020
1107-16328,1994-08-01,SW corner of large Pd N of captives ,NWA,unknown,N/A,@1005
1107-16328,1994-08-03,S end corner of large Pd N of captives ,NWA,unknown,N/A,@1040
1107-16328,1994-08-03,S end corner of large Pd N of captives ,NWA,unknown,N/A,@1400
1107-16328,1994-08-04,S end caught two of her duckling,NWA,unknown,N/A,@0900
1107-16328,1994-08-06,Pd N of captive,NWA,unknown,N/A,N/A
1107-16329,1995-06-08,Pd94,NWA,pond 94,8Ic's,Full
1107-16329,1995-06-20,Pd7144,NWA,pond 71,7Ic's,@1601 partial
1107-16329,1995-06-26,Pd7144,NWA,pond 71,8Ic's - IIa's,@1615
1107-16329,1995-07-22,Pd7144,NWA,pond 71,8III,Full
1107-16329,1996-04-30,Pd99,NWA,pond 99,Pair,Close siehting of head
1107-16329,1996-05-10,Pd98,NWA,pond 98,Pr,@am
1107-16329,1994-06-25,N of Pd128,NWA,pond 128,N/A,@1428
1107-16329,1994-06-26,Visual on nest,NWA,unknown,N/A,@0835
1107-16329,1994-06-30,S of house S of SE corner of NWA,NWA,unknown,N/A,@1824
1107-16329,1994-07-01,W of house S of SE corner of NWA (in pond),NWA,unknown,N/A,@0927
1107-16329,1994-07-02,W of house S of SE corner of NWA (in pond),NWA,unknown,N/A,@1444
1107-16329,1994-07-03,W of house S of SE corner of NWA (visual from distance),NWA,unknown,N/A,@1321
1107-16329,1994-07-04,Same area or maybe S farther,NWA,unknown,N/A,@1650
1107-16329,1994-07-07,W of house S of Skunk pen,NWA,unknown,N/A,@1551
1107-16329,1994-07-09,w OF Bouissiere's,NWA,unknown,N/A,@1847
1107-16329,1994-07-10,w OF Bouissiere's,NWA,unknown,N/A,@1152
1107-16329,1994-07-06,Pd S of 90b,NWA,unknown,N/A,@1735
1107-16329,1994-07-12,S of 5338 ,NWA,unknown,N/A,@1444
1107-16329,1994-07-13,S of 5338 ,NWA,unknown,N/A,@0156
1107-16329,1994-07-14,W of 5338,NWA,unknown,N/A,@1427
1107-16329,1994-07-21,SE of Boussiere's,NWA,unknown,N/A,@1635
1107-16329,1994-07-24,S of 5338 ,NWA,unknown,N/A,@1234
1107-16329,1994-07-26,S of 5338 ,NWA,unknown,N/A,N/A
1107-16329,1994-07-29,Straight N of Bossieres,NWA,unknown,N/A,@1640
1107-16329,1994-07-31,SW of boussieres,NWA,unknown,N/A,@1447
1107-16329,1994-08-01,Field N of boussieres ,NWA,unknown,N/A,@1120
1107-16329,1994-08-02,N of boussieres,NWA,unknown,N/A,
1107-16329,1994-08-02,Pd N of Boussieres,NWA,unknown,N/A,@1515
1107-16329,1994-08-04,Pd N of Boussieres,NWA,unknown,N/A,@1815
1107-16330,1995-04-21,NE side Pd20,NWA,pond 20,Pr,N/A
1107-16330,1996-05-31,Pd20,NWA,pond 20,Pair,@1540
1107-16330,1994-07-09,NE side Pd20,NWA,pond 20,N/A,@1808
1107-16330,1994-07-10,NE side Pd20,NWA,pond 20,N/A,@0830-1200
1107-16330,1994-07-15,Pd 70 or 71,NWA,pond 70,N/A,@850
1107-16330,1994-07-15,Pd 75,NWA,pond 75,N/A,@1555
1107-16330,1994-07-17,Pd 70 duckling 1b,NWA,pond 70,N/A,@1510
1107-16330,1994-07-21,W end Pd79,NWA,pond 79,N/A,@1605
1107-16330,1994-07-22,W end Pd79,NWA,pond 79,N/A,@1530
1107-16330,1994-07-23,Pd76,NWA,pond 76,N/A,@1105
1107-16330,1994-07-24,Pd76,NWA,pond 76,N/A,@1120
1107-16330,1994-07-25,Pd76,NWA,pond 76,N/A,@1202
1107-16330,1994-07-28,Pd76,NWA,pond 76,N/A,am
1107-16330,1994-07-30,W side of 76,NWA,unknown,N/A,@900
1107-16330,1994-07-31,S side Pd 76,NWA,pond 76,N/A,@1427
1107-16330,1994-08-01,SE side Pd 66,NWA,pond 66,N/A,@1142
