"","band_num","date_resighted","location","observer","status","comments","Other.notes..there.are.sometimes.handwritten.notes.such.as.the.one.in.this.binder.before.page.49","Brood.instead.of.Resightings","X","X.1","X.2","X.3"
"5250","1016-61334","2000-05-04","pd 97","SWL","PR ","@ 0918 100%",NA,NA,"",NA,NA,NA
"5251","1016-61334","2000-06-07","pd 98","RGC/PAL","PR","VG",NA,NA,"",NA,NA,NA
"5252","1016-61334","2000-08-11","pd 90","BBB","w/ 8 IIb's","@ 0745 V.G.",NA,NA,"",NA,NA,NA
"5253","1016-61334","2001-05-02","pd 7040","SWL","PR","@ 1121 100%",NA,NA,"",NA,NA,NA
"5254","1016-61334","2001-05-02","pd 6751","SWL","PR","@ 1233 VG",NA,NA,"",NA,NA,NA
"5255","1016-61334","2001-05-10","pd 125","SWL","PR","@ 0858",NA,NA,"",NA,NA,NA
"5256","1016-61337","1998-07-02","N 217","SWL","7 Hat, 7 Tagged","Followup",NA,NA,"",NA,NA,NA
"5257","1016-61337","1998-07-29","7040","RGC","7 IIc's ","@ 0920",NA,NA,"",NA,NA,NA
"5258","1016-61337","1999-04-26","pd 90","RDD","PR",NA,NA,NA,"",NA,NA,NA
"5259","1016-61337","1999-04-26","pd 1 E","RDD","PR","@ 1726",NA,NA,"",NA,NA,NA
"5260","1016-61337","1999-04-29","pd 25","KWD","PR ","@ 1705 F circled",NA,NA,"",NA,NA,NA
"5261","1016-61337","1999-08-20","1/3 M E of SE corner of NWA","RDD","female","@ 1045",NA,NA,"",NA,NA,NA
"5262","1016-61337","2000-04-27","pd 25","SWL","PR",NA,NA,NA,"",NA,NA,NA
"5263","1016-61337","2000-05-02","pd 90","KWD","PR","good/v.g  @ 0620",NA,NA,"",NA,NA,NA
"5264","1016-61337","2000-05-08","pd 90","BBB","PR","@ 1615 exc",NA,NA,"",NA,NA,NA
"5265","1016-61337","2000-05-15","pd 90","KWD","PR","@ 0955 good v.g.",NA,NA,"",NA,NA,NA
"5266","1016-61337","2000-05-19","pd 1 SE","BBB","Pr","@ 1032 Exc",NA,NA,"",NA,NA,NA
"5267","1016-61337","2000-06-23","pd 1 W","KWD","Pr","@ 1230 Good",NA,NA,"",NA,NA,NA
"5268","1016-61337","2000-07-07","N202 Isl","BBB/CAG/RGC","8 eggs @ 13 d",NA,NA,NA,"",NA,NA,NA
"5269","1016-61338","1998-07-14","nest","SWL","abandoned",NA,NA,NA,"",NA,NA,NA
"5270","1016-61338","1998-11-20","Marksville, LA",NA,"female shot",NA,NA,NA,"",NA,NA,NA
"5271","1016-61340","1998-07-06","N 311","followup JJK","9 Hat, 8 tagged",NA,NA,NA,"",NA,NA,NA
"5272","1016-61340","1998-07-21","pd 50","JJK","6 Ic","@ 1000",NA,NA,"",NA,NA,NA
"5273","1016-61340","1998-07-29","4336","SWL","alone","@ 0951",NA,NA,"",NA,NA,NA
"5274","1016-61340","1999-04-29","see comments","SWL","PR","100% 1 pd N of 5056",NA,NA,"",NA,NA,NA
"5275","1016-61342","1998-07-09","N 305","Followup EMS","12 Hat, 11 tagged",NA,NA,NA,"",NA,NA,NA
"5276","1016-61342","1998-07-29","7040","RGC","7 IIb's","@ 0920, *sticky note: Last Resight off area SWL 99",NA,NA,"",NA,NA,NA
"5277","1016-61343","1998-07-17","N 257","JGS","7 Hat, 7 tagged",NA,NA,NA,"",NA,NA,NA
"5278","1016-61343","1998-07-28","pd 26","JJK","3 IBs","1213",NA,NA,"",NA,NA,NA
"5279","1016-61343","1998-07-29","pd 26 N","BBB","3 Ib's ","@ 0845",NA,NA,"",NA,NA,NA
"5280","1016-61343","1998-07-22","pd 26","EMS","2 Ib's ","1315",NA,NA,"",NA,NA,NA
"5281","1016-61343","1999-04-26","pd 97","RDD","PR","@ 1556",NA,NA,"",NA,NA,NA
"5282","1016-61343","1999-04-27","pd 20 ","SWL","PR","@0921 100%",NA,NA,"",NA,NA,NA
"5283","1016-61343","1999-04-29","pd 20 ","SWL","PR","100%",NA,NA,"",NA,NA,NA
"5284","1016-61343","1999-05-02","In crop by pd 20","SWL","alone","100%",NA,NA,"",NA,NA,NA
"5285","1016-61343","1999-05-05","pd 4156 Skomar's pd","SWL","PR","100% @ 1045",NA,NA,"",NA,NA,NA
"5286","1016-61343","1999-05-12","pd 90","SWL","PR","@ 0850",NA,NA,"",NA,NA,NA
"5287","1016-61343","1999-06-22","pd 20 ","BBB","Pr","@ 0833 100%",NA,NA,"",NA,NA,NA
"5288","1016-61343","1999-07-06","pd 20 ","RDD","Pr","@ 1441",NA,NA,"",NA,NA,NA
"5289","1016-61343","2000-05-04","pd 20 ","BBB","PR","VG",NA,NA,"",NA,NA,NA
"5290","1016-61343","2000-05-11","pd 20 ","PC","Pr","100%",NA,NA,"",NA,NA,NA
"5291","1016-61344","1998-07-14","N 281","JGS","8 Hat, 7 tagged","Followup",NA,NA,"",NA,NA,NA
"5292","1016-61344","1998-07-29","1 pd SE 4336","SWL","8 Ia's","@ 1004 *sticky note: Last Resight off area SWL",NA,NA,"",NA,NA,NA
"5293","1016-61345","1998-07-13","nest","EMS","depr. abandoned",NA,NA,NA,"",NA,NA,NA
"5294","1016-61345","1998-07-29","1 pd SE of 4336","SWL","with GADW Gren sq or Y","@ 1004  ",NA,NA,"",NA,NA,NA
"5295","1016-61345","1999-05-17","pd 25","KWD","paired","@ 1325 VG",NA,NA,"",NA,NA,NA
"5296","1016-61345","1999-05-18","pd 1","BBB","paired","@ 1355 VG",NA,NA,"",NA,NA,NA
"5297","1016-61345","1999-05-27","pd 25","KGC","Pr","@ 0900",NA,NA,"",NA,NA,NA
"5298","1016-61345","2000-04-26","pd 25","BBB","PR","@ 1215 VG",NA,NA,"",NA,NA,NA
"5299","1016-61345","2000-05-04","pd 90","SWL","PR","G VG",NA,NA,"",NA,NA,NA
"5300","1016-61345","2000-05-08","pd 26","KWD/PC","PR","@ 10:45 V. good",NA,NA,"",NA,NA,NA
"5301","1016-61345","2000-05-12","pd 90","SWL","Pr","@ 0753  ??",NA,NA,"",NA,NA,NA
"5302","1016-61345","2000-05-12","pd 26","KWD","PR","@ 0800 Exc. also saw 2 other times on pd 25 W pd 20",NA,NA,"",NA,NA,NA
"5303","1016-61345","2000-05-15","pd 25","KWD","PR","@ 0825 v.g.",NA,NA,"",NA,NA,NA
"5304","1016-61345","2000-05-17","pd 25","PC","Pr","good @ 1925",NA,NA,"",NA,NA,NA
"5305","1016-61345","2000-05-19","pd 0935","BAP","Pr","VG @ 0935",NA,NA,"",NA,NA,NA
"5306","1016-61345","2000-05-24","pd 26","BAP","Pr","very good @ 0845",NA,NA,"",NA,NA,NA
"5307","1016-61345","2000-06-07","pd 26","CAG","Pr","@ 0837",NA,NA,"",NA,NA,NA
"5308","1016-61345","2000-06-26","flush from nest # 105 to pd 26","KWD","female","VG @ 1150",NA,NA,"",NA,NA,NA
"5309","1016-61345","2000-07-10",NA,"KWD","Depr. Nest",NA,NA,NA,"",NA,NA,NA
"5310","1016-61345","2000-07-23","pd 65","BBB","female (lone)","@ 1635, good",NA,NA,"",NA,NA,NA
"5311","1016-61349","1998-07-14","N 265","EMS, SWL,  JJK","Depr. ",NA,NA,NA,"",NA,NA,NA
"5312","1016-61349","2000-05-12","pd 25","KWD","PR","@ 0820 VG",NA,NA,"",NA,NA,NA
"5313","1016-61350","1998-07-11","N 251","RGC","9 Hat, 9 tagged","Followup",NA,NA,"",NA,NA,NA
"5314","1016-61353","1998-07-15","nest","EMS/SWL","depr. ",NA,NA,NA,"",NA,NA,NA
"5315","1016-61354","1998-07-14","N 414","SWL followup","8 Hat, 8 tagged",NA,NA,NA,"",NA,NA,NA
"5316","1016-61354","1998-07-28","pd 25","JJK","23 Ib's ","1315 with LBS Whs",NA,NA,"",NA,NA,NA
"5317","1016-61354","1998-07-29","pd 25","BBB","7 Ic's","@ 0820  ",NA,NA,"",NA,NA,NA
"5318","1016-61354","1998-07-22","0d 26","EMS","9 Ic's","1315",NA,NA,"",NA,NA,NA
"5319","1016-61354","1999-05-20","pd 66","BBB","paired","@ 0950 Exc-VG",NA,NA,"",NA,NA,NA
"5320","1016-61355","1998-07-17","N 361","Followup JGS","9 Hat, 9 tagged",NA,NA,NA,"",NA,NA,NA
"5321","1016-61355","1998-07-28","pd 25","JJK","male alone","1315",NA,NA,"",NA,NA,NA
"5322","1016-61355","1999-07-28","pd 90","BBB","female alone","@ 1045 Excellent",NA,NA,"",NA,NA,NA
"5323","1016-61355","2000-05-12","off area pd 6317","RGC","PR","VG @ 0800 *sticky note: last sighting off area used SWL",NA,NA,"",NA,NA,NA
"5324","1016-61357","1998-07-17","N 312","EMS followup","10 Hat, 10 tagged","Na",NA,NA,"",NA,NA,NA
"5325","1016-61357","1998-07-28","5335","SWL","7-10 Ic's","@ 820",NA,NA,"",NA,NA,NA
"5326","1016-61357","1998-11-26","Chalmette, LA",NA,"female shot",NA,NA,NA,"",NA,NA,NA
"5327","1016-61357","2000-06-01","pd N of 5056","BBB","Pr","100% @ 1347",NA,NA,"",NA,NA,NA
"5328","1016-61359","1998-07-21","N 385","SWL followup","10 Hatched (9 tagged)",NA,NA,NA,"",NA,NA,NA
"5329","1016-61360","1998-07-22","N 417","JGS, JJK","cont","9 egg 9 hatch",NA,NA,"",NA,NA,NA
"5330","1016-61360","1999-05-13","Skopar's","KWD","Pr","V. good @ 1311",NA,NA,"",NA,NA,NA
"5331","1016-61360","1999-05-17","Skopar's","KWD","PR","@ 1505 VG",NA,NA,"",NA,NA,NA
"5332","1016-61360","2000-01-14","Eudora, Arkansas",NA,"female shot",NA,NA,NA,"",NA,NA,NA
"5333","1016-61361","1998-07-16","N 396","followup EMS","5 Hat? 5 tag?",NA,NA,NA,"",NA,NA,NA
"5334","1016-61362","1998-07-21","N 418","JJK","10 tagged, 10 hatched",NA,NA,NA,"",NA,NA,NA
"5335","1016-61364","1998-07-19","N 191","JGS","cont pipped","10 eggs (hatch), 2 infertile",NA,NA,"",NA,NA,NA
"5336","1016-61364","1999-05-27","pd 1 N","SWL","PR","@ 0936",NA,NA,"",NA,NA,NA
"5337","1016-61364","1999-05-31","pd 1 NW","SWL","Pr","@ 0900",NA,NA,"",NA,NA,NA
"5338","1016-61364","1999-06-02","pd 1 N","SWL","Pr","@ 1510",NA,NA,"",NA,NA,NA
"5339","1016-61364","1999-06-11","pd 5","RDD, CAG","Pr","vg  ",NA,NA,"",NA,NA,NA
"5340","1016-61364","1999-08-09","pd 90","RDD","w/ 9 Ib's","@ 0921",NA,NA,"",NA,NA,NA
"5341","1016-61364","1999-08-20","1/3 M East of SE corner of NWA","RDD","w 21 IIa's","@ 1045  ",NA,NA,"",NA,NA,NA
"5342","1016-61364","2000-05-24","pd 1 E","PC/SWL","Pr","Vg @ 0910",NA,NA,"",NA,NA,NA
"5343","1016-61366","1998-07-19","N 379","followup SWL","11 hat, 11 tagged",NA,NA,NA,"",NA,NA,NA
"5344","1016-61366","1998-07-19","SW Pd 1","SWL","11 Ia's ","@ 0953",NA,NA,"",NA,NA,NA
"5345","1016-61366","1998-07-05","pd 1","RGC","hen alone ","@ 930",NA,NA,"",NA,NA,NA
"5346","1016-61366","1998-07-29","pd 25","BBB","24 Ib's ","(with another hen whC LBC) @ 0820",NA,NA,"",NA,NA,NA
"5347","1016-61366","1998-07-28","pd 25","JJK","23 Ib'","with GrC ye triangle",NA,NA,"",NA,NA,NA
"5348","1016-61366","1999-04-26","pd 1 W","RDD","PR","@ 1332",NA,NA,"",NA,NA,NA
"5349","1016-61366","1999-04-26","pd 1 E","RDD","PR","@ 1726",NA,NA,"",NA,NA,NA
"5350","1016-61366","1999-04-26","pd 79 W","SWL","PR","@ 1900",NA,NA,"",NA,NA,NA
"5351","1016-61366","1999-04-29","66","SWL","PR","100%",NA,NA,"",NA,NA,NA
"5352","1016-61366","1999-05-07","pd 1 W","SWL/BAP","PR","100%",NA,NA,"",NA,NA,NA
"5353","1016-61366","1999-05-12","pd 76","BRVA","PR",NA,NA,NA,"",NA,NA,NA
"5354","1016-61366","1999-05-17","pd 1 ","RDD","PR","V good",NA,NA,"",NA,NA,NA
"5355","1016-61366","1999-06-02","pd 1 ","SWL","Pr","@ 12:13",NA,NA,"",NA,NA,NA
"5356","1016-61366","1999-06-11","pd 5","RDD ","Pr","100%",NA,NA,"",NA,NA,NA
"5357","1016-61366","1999-06-18","pd 1 W","BBB","Pr","@ 1620 100%",NA,NA,"",NA,NA,NA
"5358","1016-61366","2000-04-27","90 b","KWD","Pr","v.good, good, 7:30",NA,NA,"",NA,NA,NA
"5359","1016-61366","2000-05-08","pd 90","BBB","Pr","@ 1615 exc",NA,NA,"",NA,NA,NA
"5360","1016-61366","2000-05-12","pd 97","SWL","PR","@ 0545",NA,NA,"",NA,NA,NA
"5361","1016-61366","2000-05-13","pd 90","RGC","Pr","@ 430, good",NA,NA,"",NA,NA,NA
"5362","1016-61366","2000-05-16","pd 90","KWD","Pr","@ 1235 good",NA,NA,"",NA,NA,NA
"5363","1016-61366","2000-05-26","pd 1 E","KWD","Pr","@ 11:37 fair",NA,NA,"",NA,NA,NA
"5364","1016-61366","2000-05-31","pd 1 W","KWD","Pr","@ 1145 VG",NA,NA,"",NA,NA,NA
"5365","1016-61366","2000-06-07","pd 1 W","SWL","Pr","@ 0722",NA,NA,"",NA,NA,NA
"5366","1016-61366","2000-06-14","pd 1 W","RGC","Pr","@ 1110 exc.",NA,NA,"",NA,NA,NA
"5367","1016-61366","2000-06-21","N 126 Isl","PAL","alone","@ 1450 100%",NA,NA,"",NA,NA,NA
"5368","1016-61366","2000-07-25","pd 1 N","BBB/CAG  ","lone female","acted broody although she didn't have a brood w/ her",NA,NA,"",NA,NA,NA
"5369","1016-61366","2000-07-16","N 126 Isl","RGC","hatch of 10 eggs",NA,NA,NA,"",NA,NA,NA
"5370","1016-61366","2000-08-11","pd 90","BBB","w/ 27 IIB's","@ 0745 exc",NA,NA,"",NA,NA,NA
"5371","1016-61366","2000-12-15","Clarksdale MS",NA,"female shot","12-15-00",NA,NA,"",NA,NA,NA
"5372","1016-61368","1998-07-22","Nest","EMS","4 hatch",NA,NA,NA,"",NA,NA,NA
"5373","1016-61371","1998-07-23","N 422","JJK","Depred. ","Torn up nest 7 eggs gone",NA,NA,"",NA,NA,NA
"5374","1016-61371","1999-06-11","SE on crop 50","SWL, PAL","Pr","@ 0845",NA,NA,"",NA,NA,NA
"5375","1016-61372","1998-07-16","N 338","JJK, BBB","cont","9 eggs",NA,NA,"",NA,NA,NA
"5376","1016-61372","1998-07-26","N 338","SWL/ SR","Depred. ",NA,NA,NA,"",NA,NA,NA
"5377","1016-61377","1998-07026","N 372","JGS/EMS/JJK/SWL","cont","8 eggs 8 hatch",NA,NA,"",NA,NA,NA
"5378","1016-61377","1999-05-17","Skomar's pd","KWD","paired","1444 VG",NA,NA,"",NA,NA,NA
"5379","1016-61378","1998-07-30","nest","EMS","8 hatch",NA,NA,NA,"",NA,NA,NA
"5380","1016-61378","1999-05-19","pd 1","RDD","Pr","@0840 v.good",NA,NA,"",NA,NA,NA
"5381","1016-61378","1999-05-20","pd 1 E","RDD","Pr","@ 0938",NA,NA,"",NA,NA,NA
"5382","1016-61378","1999-06-11","pd 1 E","RDD, CAG","Pr","v.g",NA,NA,"",NA,NA,NA
"5383","1016-61378","1999-07-28","pd 90","BBB","alone","@ 1045 100%",NA,NA,"",NA,NA,NA
"5384","1016-61378","2000-05-19","pd 1 E","BBB","Pr","@ 1037 100%",NA,NA,"",NA,NA,NA
"5385","1016-61378","2000-05-24","pd 90","KWD","Pr","@ 0830 fair",NA,NA,"",NA,NA,NA
"5386","1016-61378","2000-06-14","pd 90","KWD","Pr","@ 1140 fair, fair",NA,NA,"",NA,NA,NA
"5387","1016-61378","2000-06-21","pd 1 ","PAL","Pr","@ 1425 100%",NA,NA,"",NA,NA,NA
"5388","1016-61378","2000-06-23","pd 1 E","KWD","Pr","@ 1325 EXC",NA,NA,"",NA,NA,NA
"5389","1016-61378","2000-07-07","N 217 Isl","BBB/PC/PAL","Nest 8 eggs 46 d",NA,NA,NA,"",NA,NA,NA
"5390","1016-61378","2000-07-27","pd 90","BBB","lone female","@ 1257 100%",NA,NA,"",NA,NA,NA
"5391","1016-61379","1998-07-26","nest","SWL","A/Dep.",NA,NA,NA,"",NA,NA,NA
"5392","1016-61379","1999-05-05","pd 5338","BBB","PR",NA,NA,NA,"",NA,NA,NA
"5393","1016-61379","1999-05-13","pd 1257","SWL","PR","@ 1257  ",NA,NA,"",NA,NA,NA
"5394","1016-61379","1999-05-20","pd 5338","BBB","PR","@ 0830 VG-EXC",NA,NA,"",NA,NA,NA
"5395","1016-61379","1999-05-27","pd 1255","BBB","Pr",NA,NA,NA,"",NA,NA,NA
"5396","1016-61379","1999-06-11","pd 125","RDD, CAG","Pr",NA,NA,NA,"",NA,NA,NA
"5397","1016-61379","2000-05-12","pd 90","SWL","PR","@ 0815",NA,NA,"",NA,NA,NA
"5398","1016-61379","2000-05-24","pd 5338","BBB","PR","VG @ 0731",NA,NA,"",NA,NA,NA
"5399","1016-61379","2000-06-07","pd 90","KWD",NA,"EXC @ 0815",NA,NA,"",NA,NA,NA
"5400","1016-61379","2000-07-06","n 191@ pd 50","KWD/BAP/CAG","6 eggs @ 0 inc",NA,NA,NA,"",NA,NA,NA
"5401","1016-61379","2000-07-12","on nest","BBB","8 eggs @ 5 d","1200",NA,NA,"",NA,NA,NA
"5402","1016-61379","2001-01-03","Dumus, Arkansas",NA,"female shot","01-03-01, * sticky note: Grn square Or C Kevin! Combo used See 1999?",NA,NA,"",NA,NA,NA
"5403","1016-72003",NA,NA,NA,NA,"SEE 1997 Brood Obs freq 3.008",NA,NA,"",NA,NA,NA
"5404","1016-72003","1997-07-10","nest","JJK","Depred","@ 1545",NA,NA,"",NA,NA,NA
"5405","1016-72003","1997-07-31","S of NWA approx 2 mi","STR","telemetry Loc","@1150 ",NA,NA,"",NA,NA,NA
"5406","1016-72003","2001-05-02","pd 7040","SWL","PR","@ 1147 100%",NA,NA,"",NA,NA,NA
"5407","1016-72004","1997-07-24","pd 65","JJK","w 11 Ib-c",NA,NA,NA,"",NA,NA,NA
"5408","1016-72004","1997-07-26","pd 5338","SWL","w 11 Ib  ","@ 1331",NA,NA,"",NA,NA,NA
"5409","1016-72004","1997-07-27","pd 5338","SWL","9 Ic and 2 Ic ","AMWI @ 0955",NA,NA,"",NA,NA,NA
"5410","1016-72004","1998-05-08","S end pd 5723","JJK","PR","@ 1215 (100) GrN Y 80% Ye oval (100%) *sticky note: 98 resight Not entered SWL 99",NA,NA,"",NA,NA,NA
"5411","1016-72005",NA,NA,NA,NA,"SEE BROOD OBS 1997 freq: 3.300",NA,NA,"",NA,NA,NA
"5412","1016-72005","1997-07-10","nest","KLG","7 hatch",NA,NA,NA,"",NA,NA,NA
"5413","1016-72005","1997-07-10","pd 1 ","RGC","w 6 Ia ","@ 1115",NA,NA,"",NA,NA,NA
"5414","1016-72005","1997-07-23","1 m N of town of St. Denis","MG","female PR","@ 1701",NA,NA,"",NA,NA,NA
"5415","1016-72005","1998-04-27","pd 67","BB","PR","morning",NA,NA,"",NA,NA,NA
"5416","1016-72005","1998-04-29","pd 66","SWL","PR","@ 1851",NA,NA,"",NA,NA,NA
"5417","1016-72005","1998-05-11","pd N of 7040","JGS","PR","@ 1300",NA,NA,"",NA,NA,NA
"5418","1016-72005","1998-05-22","pd 19","EMS","PR","@ 1305",NA,NA,"",NA,NA,NA
"5419","1016-72005","1998-05-19","pd 67","RGC","PR","@ 1430",NA,NA,"",NA,NA,NA
"5420","1016-72005","1998-05-15","pd 67 ","SWL","PR","@ 1911",NA,NA,"",NA,NA,NA
"5421","1016-72005","1998-07-09","N 301","BBB","hen caught on nest",NA,NA,NA,"",NA,NA,NA
"5422","1016-72005","1998-07-18","N 301","BBB","Nest depredated",NA,NA,NA,"",NA,NA,NA
"5423","1016-72007","1997-07-29","pd 4328","KLG","6 Ic","@ 18:30",NA,NA,"",NA,NA,NA
"5424","1016-72007","1997-08-15","pd 4717","STR","w 7 IIc","@ 1135",NA,NA,"",NA,NA,NA
"5425","1016-72007","1998-05-06","pd 4328","EMS","PR","@ 1915",NA,NA,"",NA,NA,NA
"5426","1016-72007","1998-05-09","1.5 mi SW of Arthur 1 mi W of Labreques","SWL","PR","@2051",NA,NA,"",NA,NA,NA
"5427","1016-72007","1998-06-29","N 294",NA,"caught on nest",NA,NA,NA,"",NA,NA,NA
"5428","1016-72007","1998-07-06","N 294",NA,"Depredated","sticky note: resgihted off area SWL 99",NA,NA,"",NA,NA,NA
"5429","1016-72008","1997-07-23","pd 25","JJK","9 IB's ","@ 1600",NA,NA,"",NA,NA,NA
"5430","1016-72008","1997-07-25","pd 26","KLG","9 Ib","@ 10:03",NA,NA,"",NA,NA,NA
"5431","1016-72008","1997-07-29","pd 25","EMS","w 9 Ib","@ 0930",NA,NA,"",NA,NA,NA
"5432","1016-72008","1997-08-08","pd 25","JJK","w 9 Ic","@ 0945",NA,NA,"",NA,NA,NA
"5433","1016-72008","1997-08-07","pd 25","MG","w 9 IIa-b","@ 0945",NA,NA,"",NA,NA,NA
"5434","1016-72008","1997-08-01","pd 25","STR","w 9 IIa","@ 0750",NA,NA,"",NA,NA,NA
"5435","1016-72008","1997-08-06","pd 25","SWL","w 8 IIa","@ 1058",NA,NA,"",NA,NA,NA
"5436","1016-72008","1997-08-22","pd 25","SWL","creched","w org square GRNO/GRNO org square ",NA,NA,"",NA,NA,NA
"5437","1016-72009","1997-07-14","Nest","RGC","7 hatched",NA,NA,NA,"",NA,NA,NA
"5438","1016-72009","1997-07-30","1 pd NE of 5056","MG","w 7 IIa",NA,NA,NA,"",NA,NA,NA
"5439","1016-72009","1997-08-05","pd 4857","STR","alone","@ 0820",NA,NA,"",NA,NA,NA
"5440","1016-72009","1997-08-17","pd 4857","STR","alone","@ 1240",NA,NA,"",NA,NA,NA
"5441","1016-72009","1997-08-19","pd 4857","STR","alone","@ 0820",NA,NA,"",NA,NA,NA
"5442","1016-72009","1998-04-22","pd 5338","RGC","PR","@ 1715",NA,NA,"",NA,NA,NA
"5443","1016-72009","1998-04-28","pd 5338","RGC","PR","@ 0935",NA,NA,"",NA,NA,NA
"5444","1016-72009","1998-05-12","5338","JJK","PR","@ 0820",NA,NA,"",NA,NA,NA
"5445","1016-72009","1998-06-15","pd 1 W","SWL/JGS","PR","@ 0940",NA,NA,"",NA,NA,NA
"5446","1016-72009","1999-05-12","pd 76","BRVA","PR",NA,NA,NA,"",NA,NA,NA
"5447","1016-72009","1999-05-17","pd 1 ","RDD","PR","v. good",NA,NA,"",NA,NA,NA
"5448","1016-72009","1999-05-09","pd 1 ","RDD","PR","V good @ 0840",NA,NA,"",NA,NA,NA
"5449","1016-72009","1999-12-09","Buffalo, Texas",NA,"female shot",NA,NA,NA,"",NA,NA,NA
"5450","1016-72011",NA,NA,NA,NA,"See Brood Obs 1997 freq: 3.198",NA,NA,"",NA,NA,NA
"5451","1016-72011","1997-07-19","nest","SWL","10 hatch","@ 1149",NA,NA,"",NA,NA,NA
"5452","1016-72011","1997-08-16","Lrge pd SW of 4727","STR","w 6 IIb","@ 1350",NA,NA,"",NA,NA,NA
"5453","1016-72011","1997-11-?","Port Clinton, OH",NA,"shot","no day given!",NA,NA,"",NA,NA,NA
"5454","1016-72012","1997-07-31","pd 5335","KLG","8 Ib","@ 9:05",NA,NA,"",NA,NA,NA
"5455","1016-72012","1997-08-11","pd 67","JJK","alone",NA,NA,NA,"",NA,NA,NA
"5456","1016-72012","1997-07-21","nest","MG","10 hatch","@ 1545",NA,NA,"",NA,NA,NA
"5457","1016-72012","1998-05-08","pd 1 E","RGC","PR","",NA,NA,"",NA,NA,NA
"5458","795-69001","1986-07-02","p67","GCG","alone",NA,NA,NA,NA,NA,NA,NA
"5459","795-69019","1983-09-10","p1",NA,"loosely grouped with other buteal",NA,NA,NA,NA,NA,NA,NA
"5460","795-69012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5461","795-69013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5462","795-69016","1983-09-27","p1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5463","795-69017","1983-09-07","p50",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5464","795-69017","1988-05-09","p1E","RGC via MG","paired",NA,NA,NA,NA,NA,NA,NA
"5465","795-69018","1983-07-25","p26","JMS EJW","with 8 yng (Ib)",NA,NA,NA,NA,NA,NA,NA
"5466","795-69020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5467","795-69021","1983-08-01","p26","JEG","with 6 yng (Ib)",NA,NA,NA,NA,NA,NA,NA
"5468","795-69021","1983-08-02","p26",NA,"with 8 yng (Ib)",NA,NA,NA,NA,NA,NA,NA
"5469","795-69026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5470","795-69028","1983-08-08","p50",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5471","795-69032",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5472","795-69034","1983-08-08","p50",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5473","795-69034","1983-08-29","p50",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5474","795-69034","1983-08-31","p50",NA,NA,"""caught in bait traps""",NA,NA,NA,NA,NA,NA
"5475","795-69038",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5476","795-69039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5477","795-69040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5478","795-69042","1983-08-29","p20",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5479","795-69044",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5480","795-69045",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5481","795-69046",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5482","795-69047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5483","795-69048",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5484","795-69049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5485","795-69050","1983-08-26","p26",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5486","795-69051",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5487","795-69053",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5488","795-69054",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5489","795-69055","1983-08-29","p20",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5490","795-69056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5491","795-69057","1983-09-07","p65",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5492","795-69058","1983-09-07","p50",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5493","795-69058",NA,NA,NA,NA,"""shot 21 sept '85, lizard lake, iowa""",NA,NA,NA,NA,NA,NA
"5494","795-69059","1983-08-25","p20",NA,NA,"""caught in drive(?) trap""",NA,NA,NA,NA,NA,NA
"5495","795-69059","1983-09-07","p65",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5496","795-69010","1983-08-10","p20",NA,"moulting","""caught in drive(?) trap""",NA,NA,NA,NA,NA,NA
"5497","795-69010","1983-08-25","p20",NA,NA,"""caught in drive(?) trap""",NA,NA,NA,NA,NA,NA
"5498","795-69010","1983-08-29","p20",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5499","795-69010","1984-05-22","p1","MRM","with 2 m",NA,NA,NA,NA,NA,NA,NA
