"","band_num","date_resighted","location","observer","status","comments","Other.notes..there.are.sometimes.handwritten.notes.such.as.the.one.in.this.binder.before.page.49","Brood.instead.of.Resightings","X","X.1","X.2","X.3"
"5500","795-69010","1984-05-18","p20","MRM","with 1 m",NA,NA,NA,NA,NA,NA,NA
"5501","795-69010","1984-05-25","p20","JMS","with 1 m",NA,NA,NA,NA,NA,NA,NA
"5502","795-69010","1984-05-28","p20","MRM","with 1 m",NA,NA,NA,NA,NA,NA,NA
"5503","795-69060","1983-08-22","p20",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5504","795-69060","1983-08-25","p20",NA,NA,"""caught in drive(?) trap""",NA,NA,NA,NA,NA,NA
"5505","795-69060","1983-08-29","p20",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5506","795-69061","1983-09-27","p1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5507","795-69062","1983-08-29","p20",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5508","795-69064","1983-08-25","p20",NA,NA,"""caught in drive trap""",NA,NA,NA,NA,NA,NA
"5509","795-69066",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5510","795-69067",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5511","795-69069","1983-09-07","p66",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5512","795-69077",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5513","795-69079","1983-08-26","p26",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5514","795-69081","1983-08-26","p26",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5515","795-69085","1985-09-12","p50","RGC",NA,"""probable sighting on 12 Sept. '85 on pond #50 by RGC. Only other possibility is (blue tri blue tri, 5 August 1983) which was captured on pond #50 in '83 as Class III.""",NA,NA,NA,NA,NA,NA
"5516","795-69087","1984-06-26","p125","MRM JEG","with 1 m",NA,NA,NA,NA,NA,NA,NA
"5517","795-69087","1985-08-22","p60","TGJ, JBI",NA,NA,NA,NA,NA,NA,NA,NA
"5518","795-69089",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5519","795-69092",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5520","795-74112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5521","775-74117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5522","775-74119","1985-07-25","p cd. 3635","JMS","with 8 yng (III)",NA,NA,NA,NA,NA,NA,NA
"5523","775-74120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5524","775-74121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5525","775-74122","1985--07-18","p7","EHD","alone",NA,NA,NA,NA,NA,NA,NA
"5526","775-74122","1985-06-27","p26","EHD, JEG","with 3 yng (Ib)",NA,NA,NA,NA,NA,NA,NA
"5527","775-74122","1985-06-21","p26","TGJ","with 10 yng",NA,NA,NA,NA,NA,NA,NA
"5528","775-74122","1986-05-29","p45","RGC","with male","""(1002 ID)""",NA,NA,NA,NA,NA,NA
"5529","775-74122","1986-06-27","n121","GWB, AMT",NA,"""Captured in nest trap - 10 eggs successfully hatched from this nest (11 eggs original clutch size)""",NA,NA,NA,NA,NA,NA
"5530","775-74122","1986-07-22","p50","AMT","with 2 Ic's",NA,NA,NA,NA,NA,NA,NA
"5531","775-74123","1985-09-12","p66","RGC","with 60 teal and 5 wigeon feedine",NA,NA,NA,NA,NA,NA,NA
"5532","775-74124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5533","775-74125","1985-08-22","p60","TGJ, JBI",NA,NA,NA,NA,NA,NA,NA,NA
"5534","775-74126","1985-07-23","p1","EHD, TGJ, AMT, JBI","with 6 yng",NA,NA,NA,NA,NA,NA,NA
"5535","775-74126","1985-07-09","p1","EHD, TGJ, AMT","with 6 yng (Ib)",NA,NA,NA,NA,NA,NA,NA
"5536","775-74126","1985-08-21","p26","JBI",NA,NA,NA,NA,NA,NA,NA,NA
"5537","775-74126","1985-09-06","p20","EHD","alone",NA,NA,NA,NA,NA,NA,NA
"5538","775-74127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5539","775-74128","1985-07-18","p65","EHD. TGJ, JBI","with 9 yng",NA,NA,NA,NA,NA,NA,NA
"5540","775-74128","1986-05-22","p71","GWB","with male",NA,NA,NA,NA,NA,NA,NA
"5541","775-74129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5542","775-74130","1985-08-07","p66","TGJ, JBI",NA,NA,NA,NA,NA,NA,NA,NA
"5543","775-74131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5544","775-74132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5545","775-74134","1985-08-07","p97","EHD, AMT","with brood","""brood 5 young (III)""",NA,NA,NA,NA,NA,NA
"5546","775-74134","1985-07-24","p97","RGC",NA,NA,NA,NA,NA,NA,NA,NA
"5547","775-74134","1985-08-12","p97","TGJ, EHD",NA,NA,NA,NA,NA,NA,NA,NA
"5548","775-74134","1985-08-13","p97","EHD",NA,NA,NA,NA,NA,NA,NA,NA
"5549","775-74136","NA ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5550","775-74138","1985-08-19","p50",NA,NA,"""caught in drive trap""",NA,NA,NA,NA,NA,NA
"5551","775-74144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5552","775-74156","1985-07-25","p60","TGJ, JBI","with 2 females (nt)",NA,NA,NA,NA,NA,NA,NA
"5553","775-74156","1986-05-06","p60","RGC","paired",NA,NA,NA,NA,NA,NA,NA
"5554","775-74156","1986-05-13","p65","GWB",NA,NA,NA,NA,NA,NA,NA,NA
"5555","775-74158","1985-07-29","p97","RGC, EHD","with 3 yng (Ib)",NA,NA,NA,NA,NA,NA,NA
"5556","775-74158","1985-08-01","p97","EHD, AMT",NA,NA,NA,NA,NA,NA,NA,NA
"5557","775-74158","1985-08-12","p97","EHD, TGJ",NA,NA,NA,NA,NA,NA,NA,NA
"5558","775-74157","1985-07-31","p65",NA,NA,"""caught in drive trap"" + nasal tagged as a III ju?)""",NA,NA,NA,NA,NA,NA
"5559","775-74166","1985-07-22","p50",NA,NA,"""caught in drive trap""",NA,NA,NA,NA,NA,NA
"5560","775-74176","1985-08-07","p97","EHD, AMT",NA,"""feeding with another BWT""",NA,NA,NA,NA,NA,NA
"5561","775-74176","1985-08-02","p97","EHD, TGJ",NA,NA,NA,NA,NA,NA,NA,NA
"5562","775-74177",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5563","775-74190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5564","775-74309","1985-08-15","p125S","RGC, AMT","with 775-74253 and untagged BWT",NA,NA,NA,NA,NA,NA,NA
"5565","775-74321","1985-08-7","p66","TGJ, JBI",NA,NA,NA,NA,NA,NA,NA,NA
"5566","775-74323",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5567","775-74325",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5568","775- 74327","1985-08-20","p66","JBI",NA,"""in flock of 250 birds, including 775-74355 (yellow sq orange Y)"". ""Same combo used twice"" headline. Same page for 775-74348 and 775-74327 ",NA,NA,NA,NA,NA,NA
"5569","775-74327","1985-09-06","p5335","EHD",NA,"""Same combo used twice"" headline. Same page for 775-74348 and 775-74327 ",NA,NA,NA,NA,NA,NA
"5570","775-74348","1985-08-20","p66","JBI",NA,"""in flock of 250 birds, including 775-74355 (yellow sq orange Y)"". ""Same combo used twice"" headline. Same page for 775-74348 and 775-74327 ",NA,NA,NA,NA,NA,NA
"5571","775-74348","1985-09-06","p5335","EHD",NA,"""Same combo used twice"" headline. Same page for 775-74348 and 775-74327 ",NA,NA,NA,NA,NA,NA
"5572","775-74350","1985-08-27","p66","RGC, JBI",NA,NA,NA,NA,NA,NA,NA,NA
"5573","775-74350","1985-08-29","p66","TGJ, JBI",NA,"""with large (>200) flock of teal""",NA,NA,NA,NA,NA,NA
"5574","775-74350","1985-08-19","p7152","EHD, TGJ",NA,"""with ~10 BWT, 2 of wich one marked (yellow sq, yellow Y, yellow sq with Y)",NA,NA,NA,NA,NA,NA
"5575","775-74350","1985-08-28","p66","EHD",NA,"""in a large mixed species feeding flock, was in bait trap temporarily but swam out)",NA,NA,NA,NA,NA,NA
"5576","775-74350","1985-09-05","p66","EHD",NA,"""sleeping near shore near 5 BWT, was scratching at bill region and shaking it's head a lot before it went to sleep""",NA,NA,NA,NA,NA,NA
"5577","775-74350","1985-09-06","p66","RGC",NA,"""~210 BWT (includes sen? BWT)""",NA,NA,NA,NA,NA,NA
"5578","775-74350","1985-09-12","p66","RGC",NA,"""feeding near bait traps with ~10 other real close by""",NA,NA,NA,NA,NA,NA
"5579","775-75353","1985-08-19","p7152","EHD, TGJ","with about 10 BWT, 2 which are marked (yellow sr, white Y)(white Y, white sq)",NA,NA,NA,NA,NA,NA,NA
"5580","775-74355","1985-08-20","p66","JBI",NA,"""in block of ~250 birds including 775-74348 (white Y blue sq) which it was banded with on pond 6954""",NA,NA,NA,NA,NA,NA
"5581","775-74356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5582","775-74358","1985-08-19","p7152","EHD, TGS","in a group sf about 10 BTW, including 2 others marked BTW (yellow sq, yellow Y, white Y, white sq)","",NA,NA,NA,NA,NA,NA
"5583","775-74362","1985-08-08","p6","EHD, AMT",NA,"""flushed from pond with 5 other BWT, may have been their young. Shot 1986-08-10, Brownton,Minnesota""",NA,NA,NA,NA,NA,NA
"5584","775-74369","1985-08-15","p66","TGJ, JBI",NA,NA,NA,NA,NA,NA,NA,NA
"5585","775-74370",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5586","775-74379","1985-08-07","p65","TGJ, JBI",NA,NA,NA,NA,NA,NA,NA,NA
"5587","775-74383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5588","775-74386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5589","775-74388","1985-08-08","p66","TGJ, JBI",NA,NA,NA,NA,NA,NA,NA,NA
"5590","775-74390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5591","775-74391",NA,NA,NA,NA,"""captured alone with 8 III A ducklings""",NA,NA,NA,NA,NA,NA
"5592","775-74399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5593","775-74201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5594","775-74400","1985-09-06","p66","RGC",NA,"""pond had ~210 BWT with some GWT mixed in""",NA,NA,NA,NA,NA,NA
"5595","775-74202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5596","775-74206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5597","775-74207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5598","775-74219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5599","775-74221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5600","775-74222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5601","775-74223","1985-09-12","p50","RGC","feeding with 1-2 other teal ",NA,NA,NA,NA,NA,NA,NA
"5602","775-74224",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5603","775-74225","1985-08-22","p60","TGJ, JBI",NA,NA,NA,NA,NA,NA,NA,NA
"5604","775-74226",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5605","775-74228",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5606","775-74233",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5607","775-74251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5608","775-74252","1985-08-29","p66","TGJ, JBI",NA,"""with large flock of teal (>200 birds)""",NA,NA,NA,NA,NA,NA
"5609","775-74253","1985-08-15","p125S","RGC, AMT","with one tagged(775-74309) and one untagged BWT",NA,NA,NA,NA,NA,NA,NA
"5610","775-74309","1985-08-15","p125S","RGC, AMT","with one tagged (yellow sq, yellow tri) and one untagged BWT",NA,NA,NA,NA,NA,NA,NA
"5611","775-74254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5612","775-74255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5613","775-74256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5614","775-74257",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5615","775-74259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5616","775-74260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5617","775-74262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5618","775-74264","1985-08-27","5965N","TGJ, EHD, MLJ",NA,"with 5 no tags",NA,NA,NA,NA,NA,NA
"5619","775-74267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5620","775-74277","1985-08-27","p66","RGC, JBI",NA,NA,NA,NA,NA,NA,NA,NA
"5621","775-74277","1985-08-28","p66","EHD",NA,"""in a large mixed species feeding flock, was in bait trap temporarily but swam out""",NA,NA,NA,NA,NA,NA
"5622","775-74278","1985-08-27","p66","RGC, JBI",NA,NA,NA,NA,NA,NA,NA,NA
"5623","775-74279",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5624","775-74280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5625","775-74281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5626","775-74282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5627","775-74433",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5628","775-74434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5629","775-74435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5630","775-74436",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5631","775-74301",NA,NA,NA,NA,"""this bird banded 24 July 1985 as class IIB on pond #97. Colour-marked when recaptured 27 august""",NA,NA,NA,NA,NA,NA
"5632","775-74457",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5633","775-74458",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5634","775-74460","1985-07-30","p7144",NA,NA,"""this bird web tagged (A-0294) 30 July 1985 at pond 7144 as class I""",NA,NA,NA,NA,NA,NA
"5635","775-74465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5636","775-74463","1985-08-08","p8132",NA,NA,"""this bird web tagged 8august 1985 as class IIA on pond 8132 (TAG a-0911)""",NA,NA,NA,NA,NA,NA
"5637","865-18504+CB","1986-06-20","n107","RGC, JBI, AMT","nest hatched","""11 ducklings, web tagged (A317-A327)",NA,NA,NA,NA,NA,NA
"5638","865-18506+CB","1986-06-18","n27","RGC, JBI","nest hatched","""web-tagged ducklings (A0986,88,89;A0991-97)""",NA,NA,NA,NA,NA,NA
"5639","865-18506+CB","1986-06-18","n27","RGC, JBI","nest hatched","""web-tagged ducklings (A0986,88,89;A0991-97)""",NA,NA,NA,NA,NA,NA
"5640","865-18508+CB","1986-07-22","p56","AMT","with 2 III's",NA,NA,NA,NA,NA,NA,NA
"5641","865-18508+CB","1986-06-20","p56","AMT","with 10 class I's",NA,NA,NA,NA,NA,NA,NA
"5642","865-18509+CB","1986-07-02","p67","GCG","with 13 ducklings",NA,NA,NA,NA,NA,NA,NA
"5643","865-18509+CB","1986-07-11","p67","RGC, GWB, AMT, JBI, JL","with 7 ducklings","""female and brood captured in drive trap; 5 ducklings previously web tagged, IIa-A0323, Ic-A033, IIa-A0338, IIa-A0334,IIa-A0326, remaining 2 IIa's web tagged A0815, A0816""",NA,NA,NA,NA,NA,NA
"5644","865-18509+CB","1986-06-21","n24","RGC","nest hatched","""all 11 eggs hatched 8 ducklings web-tagged (A330-335. A337,338)""",NA,NA,NA,NA,NA,NA
"5645","865-18511+CB","1986-06-25","n76","GCG, JBI, AMT","nest hatched","""7 of 10 duclinkgs web-tagged (A341-343, A345, A346, A350, A351""",NA,NA,NA,NA,NA,NA
"5646","865-18512+CB","1986-06-24","n150","GWB, AMT","nest hatched","""2 of 7 ducklings web-tagged (A339, A340); other 5 pipping""",NA,NA,NA,NA,NA,NA
"5647","865-18514+CB","1986-07-02","n87","RGC, GCG","killed at nest,eggs intact",NA,NA,NA,NA,NA,NA,NA
"5648","865-18532+CB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5649","865-18533+CB","1986-07-29","p50","AMT, JBK, JBI","with12 other BWT",NA,NA,NA,NA,NA,NA,NA
"5650","865-18540+CB","1986-07-29","p50","AMT, JBK, JBI","with12 other BWT",NA,NA,NA,NA,NA,NA,NA
"5651","865-18540+CB","1986-08-06","p50","AMT","with 6 other BWT",NA,NA,NA,NA,NA,NA,NA
"5652","865-18540+CB",NA,NA,NA,"""captured 17 august 1988 at Cumberland House, SK (released) by US FLOS birding crew""","",NA,NA,NA,NA,NA,NA
"5653","865-18544+CB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5654","865-18559+CB","1986-08-01","p125N","JBI",NA,NA,NA,NA,NA,NA,NA,NA
"5655","865-18559+CB","1986-08-27","p79E","RGC","with large flock (>25) of blue-wings",NA,NA,NA,NA,NA,NA,NA
"5656","865-18559+CB","1986-08-16","p66","RGC",NA,"""bait trap (wt=325g)""",NA,NA,NA,NA,NA,NA
"5657","865-18559+CB","1988-06-30","p22","KDW",NA,"""W/2Ia (N39)""",NA,NA,NA,NA,NA,NA
"5658","865-18571+CB","1986-08-07","p20","RGC",NA,"""W/2 other BWT""",NA,NA,NA,NA,NA,NA
"5659","865-18571+CB","1986-08-06","p20","RGC",NA,"""W/2 other BWT""",NA,NA,NA,NA,NA,NA
"5660","865-18571+CB","1986-08-14","p67","RGC",NA,NA,NA,NA,NA,NA,NA,NA
"5661","865-18571+CB","1986-08-20","p66","RGC",NA,"""near bait trap, feeding, with other teal""",NA,NA,NA,NA,NA,NA
"5662","865-18571+CB","1986-08-20","p65","RGC",NA,"""swimming with flock of teal""",NA,NA,NA,NA,NA,NA
"5663","865-18571+CB","1986-08-13","p66","JBI","bait trapped (wt=300g)",NA,NA,NA,NA,NA,NA,NA
"5664","865-18539+GCB","1986-08-16","p66","RGC",NA,"""captured in bait trap, and nasal tagged (wt=315g)""",NA,NA,NA,NA,NA,NA
"5665","865-18742","1986-07-18","p1",NA,"class IIb","""web tagged (A0842) after drive trapping""",NA,NA,NA,NA,NA,NA
"5666","865-18742","1986-08-20","p1","JBI, AMT","hy","""caught in bait trap and banded, nasal tagged (wt=310g)""",NA,NA,NA,NA,NA,NA
"5667","865-18742","1986-08-22","p1","RGC",NA,"""bait trap (wt=295g)""",NA,NA,NA,NA,NA,NA
"5668","865-18742","1986-08-23","p1","RGC",NA,"""bait trap (wt=285g)""",NA,NA,NA,NA,NA,NA
"5669","865-18746","1986-06-25","n37",NA,NA,"""web tagged (A0359)""",NA,NA,NA,NA,NA,NA
"5670","865-18746","1986-08-20","p79E (bait trap)","JBI, AMT","hy","""banded, nasal tagged (wt=340g)""",NA,NA,NA,NA,NA,NA
"5671","865-18746","1986-08-22","p79","RGC","bait trapped (wt=345g)",NA,NA,NA,NA,NA,NA,NA
"5672","865-18746","1986-08-27","p79","RGC",NA,"""with large flock (>25) blue wings""",NA,NA,NA,NA,NA,NA
"5673","865-18536","1986-06-18","n98","RGC",NA,"""web tagged (A301)""",NA,NA,NA,NA,NA,NA
"5674","865-18536","1986-08-20","p79E (bait trap)","AMT, JBI","hy","""banded, nasal tagged (wt=390g)""",NA,NA,NA,NA,NA,NA
"5675","865-18536","1986-08-23","p79E","RGC","bait trapped (wt=385g)",NA,NA,NA,NA,NA,NA,NA
"5676","865-18581",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5677","865-18589",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5678","865-18594",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5679","865-18596",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5680","865-18661+GCB","1986-07-18","n27","RGC",NA,"""web tagged in nest (A0996)""",NA,NA,NA,NA,NA,NA
"5681","865-18661+GCB","1986-08-28","p79E","RGC",NA,"""bait trapped and banded, nasal tagged (wt=445g)""",NA,NA,NA,NA,NA,NA
"5682","865-18763+GCB","1986-07-18","p1","RGC","drive trapped","""web tagged (A0840) class III (wt=205g) and green colour band""",NA,NA,NA,NA,NA,NA
"5683","865-18763+GCB","1986-08-22","p1","RGC","bait traapped","""nasal tagged (wt=335g)""",NA,NA,NA,NA,NA,NA
"5684","865-18763+GCB","1986-08-25","p1","RGC","bait trapped","""(wt=345g)""",NA,NA,NA,NA,NA,NA
"5685","865-18763+GCB","1988-05-13","p1E","MG",NA,NA,NA,NA,NA,NA,NA,NA
"5686","865-18763+GCB","1988-05-16","p1E","MG","paired",NA,NA,NA,NA,NA,NA,NA
"5687","865-18665+GCB","1986-07-18","p1","RGC","drive trapped","""class IIb (wt=190g), web tagged (A0839)""",NA,NA,NA,NA,NA,NA
"5688","865-18665+GCB","1986-08-30","p79E","RGC","bait trapped","""banded, nasal tagged (wt=380g)""",NA,NA,NA,NA,NA,NA
"5689","865-18665+GCB","1986-10-01","p25","GCG, RGC","alone","""feeding""",NA,NA,NA,NA,NA,NA
"5690","775-74198","1987-07-08","n140","RGC","nesting asy female","""recaptured at nest #140 west of pond 90b (wt=350g) wing: 180mm, nest hatched successfully, 15 july 1987 nasal tagged at nest""",NA,NA,NA,NA,NA,NA
"5691","865-18668+Gband","1987-06-18","n75","RGC","nesting asy female","""recaptured at nest south of pond 65 (S) (wt=325g), wing:182mm, nest hatched successfully, 28 june 1987 nasal tagged at nest""",NA,NA,NA,NA,NA,NA
"5692","865-18668+Gband","1988-05-30","p67","RGC","paired",NA,NA,NA,NA,NA,NA,NA
"5693","865-18668+Gband","1988-06-01","p67","MG","paired",NA,NA,NA,NA,NA,NA,NA
"5694","865-18668+Gband","1988-06-10","p65S","MG","paired",NA,NA,NA,NA,NA,NA,NA
"5695","865-18668+Gband","1988-06-15","p65","MG","paired",NA,NA,NA,NA,NA,NA,NA
"5696","865-18668+Gband","1988-06-16","p65","KDW",NA,NA,NA,NA,NA,NA,NA,NA
"5697","865-18675+RB","1987-07-27","p50","AMW","alone",NA,NA,NA,NA,NA,NA,NA
"5698","865-18675+RB","1987-07-29","p50","AMW","alone",NA,NA,NA,NA,NA,NA,NA
"5699","865-18675+RB","1987-06-24","p125S","RGC","male with 9 Ic's",NA,NA,NA,NA,NA,NA,NA
"5700","865-18678+RB","1987-07-29","p25","AMW","alone",NA,NA,NA,NA,NA,NA,NA
"5701","865-18678+RB","1988-05-15","p1E(s.end)","RGC","paired",NA,NA,NA,NA,NA,NA,NA
"5702","865-18678+RB","1988-05-26","p1E","GWB","alone",NA,NA,NA,NA,NA,NA,NA
"5703","865-18678+RB","1988-05-30","p1E","MG","paired",NA,NA,NA,NA,NA,NA,NA
"5704","865-18678+RB","1988-06-21","p1E(s.end)","RGC",NA,"""with IIa's",NA,NA,NA,NA,NA,NA
"5705","865-18678+RB","1988-06-23","p1E","DJS",NA,"""with 9""",NA,NA,NA,NA,NA,NA
"5706","865-18678+RB","1988-06-23","p1 ","MG",NA,"""with 11 IIa's""",NA,NA,NA,NA,NA,NA
"5707","865-18678+RB","1988-06-25","p1W(s.end)","RGC",NA,"""with 10 Ia's",NA,NA,NA,NA,NA,NA
"5708","865-18678+RB","1988-06-30","p1E(s.end)","RGC",NA,"""with 10 Ia's",NA,NA,NA,NA,NA,NA
"5709","865-18678+RB","1988-06-30","p1E","GCG",NA,NA,NA,NA,NA,NA,NA,NA
"5710","865-18678+RB","1988-07-02","p1","MG",NA,"""with 10 IIa's""",NA,NA,NA,NA,NA,NA
"5711","865-18678+RB","1988-07-05","p1","MG",NA,"""with 7 IIa's""",NA,NA,NA,NA,NA,NA
"5712","865-18678+RB","1988-07-09","p1","RGC",NA,"""with 10""",NA,NA,NA,NA,NA,NA
"5713","865-18678+RB","1988-07-09","p20","RGC",NA,"""red bonded""",NA,NA,NA,NA,NA,NA
"5714","865-18678+RB","1988-07-10","p1W","RGC",NA,"""with 10 IIa's""",NA,NA,NA,NA,NA,NA
"5715","865-18678+RB","1988-07-14","p1E","DJS",NA,"""with 10 IIb's""",NA,NA,NA,NA,NA,NA
"5716","865-18678+RB","1988-07-14","p1","RGC",NA,"""with 9 IIa-b + 1 Ic-IIa""",NA,NA,NA,NA,NA,NA
"5717","865-18678+RB","1988-07-18","p1","RGC",NA,"""with 7 IIa's""",NA,NA,NA,NA,NA,NA
"5718","865-18678+RB","1988-07-21","p1E","DJS",NA,"""with 8 IIb's""",NA,NA,NA,NA,NA,NA
"5719","865-18678+RB","1988-07-29","p1E",NA,NA,"""drive trap 375g 187mm""",NA,NA,NA,NA,NA,NA
"5720","865-18678+RB","1988-08-04","p1","BP",NA,NA,NA,NA,NA,NA,NA,NA
"5721","865-18679+RB","1987-07-30","p50","AMW","alone",NA,NA,NA,NA,NA,NA,NA
"5722","865-18679+RB","1986-07-11","p1W","DJS",NA,"""with 7 Ia's(?)""",NA,NA,NA,NA,NA,NA
"5723","865-18680+RB","1987-07-29","p67","AMW","alone","""in loose association with group of ~10 nestling (likely) teals""",NA,NA,NA,NA,NA,NA
"5724","865-18684+RB","1987-07-30","p50","AMW","alone",NA,NA,NA,NA,NA,NA,NA
"5725","865-18684+RB","1987-05-13","p50","RGC",NA,NA,NA,NA,NA,NA,NA,NA
"5726","865-18686+RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5727","865-18689+RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5728","865-18690+RB",NA,NA,NA,NA,"""incubation behaviour of females was monitored by M.Gloutney. Another weight of female was taken when eggs pipped 1987-07-20""",NA,NA,NA,NA,NA,NA
"5729","865-18690+RB","1987-08-04","79E","AMW","alone","""acting broody-calling brood likely in reeds. Shot 1988-12-26, Beer Island, Louisiana""",NA,NA,NA,NA,NA,NA
"5730","865-18691+RB",NA,NA,NA,NA,"""incubation behaviour of females was monitored by M.Gloutney until nest was destroyed (mammal) on 1987-07-14""",NA,NA,NA,NA,NA,NA
"5731","865-18700+RB",NA,NA,NA,NA,"""web tag hole likely in onter web, left foot, not moulting, possibly with a captured brood (ducklings)""",NA,NA,NA,NA,NA,NA
"5732","865-18700+RB","1988-07-11","p1W","DJS",NA,"""with 10 Ic's (questionable)""",NA,NA,NA,NA,NA,NA
"5733","865-18805+RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5734","865-18833+RB","1987-07-29","p50","AMW","in group and molting BTW ~10",NA,NA,NA,NA,NA,NA,NA
"5735","865-18834+RB","1987-07-24","p50","AMW","with 9 Ia",NA,NA,NA,NA,NA,NA,NA
"5736","865-18834+RB","1987-07-27","p50","AMW","with 9 Ia",NA,NA,NA,NA,NA,NA,NA
"5737","865-18834+RB","1987-07-20","p50","AMW","with 9 Ia",NA,NA,NA,NA,NA,NA,NA
"5738","865-18878","1988-07-08","n115",NA,"sy female","""nasal tagged caught in spring trap""",NA,NA,NA,NA,NA,NA
"5739","865-18878","1988-07-08","n115",NA,NA,"""nest hatched""",NA,NA,NA,NA,NA,NA
"5740","865-18878","1988-07-09","n115",NA,NA,"""spring trap capture""",NA,NA,NA,NA,NA,NA
"5741","865-18878","1988-07-10","p1E","RGC",NA,"with 7 Ia's",NA,NA,NA,NA,NA,NA
